,date,weighted_avg_sars_cov2,SOUTH WEST_LOWER BOUND,SOUTH WEST_UPPER BOUND,SOUTH WEST_AVERAGE,log_gene
59,2020-11-02,73412.48736273152,1.2,1.457142857142857,1.3285714285714285,4.865769939091314
60,2020-11-03,49060.33739133693,1.2,1.4428571428571428,1.3214285714285714,4.690730530553857
61,2020-11-04,24708.18741994233,1.2,1.4285714285714286,1.3142857142857143,4.392840886948401
62,2020-11-05,76021.87986065586,1.2,1.4142857142857141,1.307142857142857,4.8809386045858885
63,2020-11-06,127335.5723013694,1.2,1.4,1.2999999999999998,5.104949744550013
64,2020-11-07,101747.57501512652,1.2,1.4,1.2999999999999998,5.007524067331171
65,2020-11-08,76159.57772888364,1.2,1.4,1.2999999999999998,4.8817245274126035
66,2020-11-09,90206.11246841255,1.2,1.4,1.2999999999999998,4.9552359668253185
67,2020-11-10,15618.252908261753,1.2,1.4,1.2999999999999998,4.193632451132987
68,2020-11-11,26391.67489552834,1.2,1.4,1.2999999999999998,4.421466952736298
69,2020-11-12,19576.967896697566,1.2,1.4,1.2999999999999998,4.291745428646727
70,2020-11-13,12762.260897866794,1.2,1.4,1.2999999999999998,4.105927618624072
71,2020-11-14,25839.14194320151,1.1714285714285715,1.3857142857142857,1.2785714285714285,4.412278087669793
72,2020-11-15,38916.02298853622,1.1428571428571428,1.3714285714285714,1.257142857142857,4.590128451267814
73,2020-11-16,48770.06486524392,1.1142857142857143,1.3571428571428572,1.2357142857142855,4.688153333213029
74,2020-11-17,38696.86072055286,1.0857142857142856,1.3428571428571427,1.2142857142857142,4.587675734346011
75,2020-11-18,28623.656575861805,1.0571428571428572,1.3285714285714285,1.1928571428571428,4.456725112627193
76,2020-11-19,24129.506139165926,1.0285714285714285,1.3142857142857143,1.1714285714285713,4.382548433254415
77,2020-11-20,19635.355702470042,1.0,1.3,1.15,4.293038773099215
78,2020-11-21,17078.52511408094,0.9857142857142858,1.2714285714285716,1.1285714285714286,4.2324503626953
79,2020-11-22,14521.69452569184,0.9714285714285714,1.2428571428571429,1.107142857142857,4.1620172968199
80,2020-11-23,22816.654471679005,0.9571428571428572,1.2142857142857144,1.0857142857142856,4.358251965629794
81,2020-11-24,29357.279904853538,0.9428571428571428,1.1857142857142857,1.0642857142857143,4.467715813606488
82,2020-11-25,35897.905338028075,0.9285714285714286,1.1571428571428573,1.042857142857143,4.5550691080023835
83,2020-11-26,20981.78785196245,0.9142857142857144,1.1285714285714286,1.0214285714285714,4.321842491539145
84,2020-11-27,6065.670365896824,0.9,1.1,1.0,3.782878805222601
85,2020-11-28,13829.540212215728,0.8714285714285714,1.0857142857142859,0.9785714285714285,4.1408077414529885
86,2020-11-29,21593.410058534635,0.8428571428571429,1.0714285714285714,0.9571428571428572,4.334321232082267
87,2020-11-30,9623.394591784518,0.8142857142857143,1.0571428571428572,0.9357142857142857,3.983328293704457
88,2020-12-01,9586.688682215383,0.7857142857142857,1.042857142857143,0.9142857142857143,3.9816686243368373
89,2020-12-02,9549.982772646248,0.7571428571428571,1.0285714285714287,0.8928571428571428,3.9800025881542784
90,2020-12-03,7826.310480530948,0.7285714285714285,1.0142857142857142,0.8714285714285714,3.8935570729675044
91,2020-12-04,6102.638188415647,0.7,1.0,0.85,3.785517622384497
92,2020-12-05,4690.581961116921,0.7142857142857143,1.0,0.8571428571428571,3.6712267290311207
93,2020-12-06,3278.525733818194,0.7285714285714285,1.0,0.8642857142857143,3.5156785968820152
94,2020-12-07,3293.5185711585696,0.7428571428571429,1.0,0.8714285714285714,3.517660116640126
95,2020-12-08,3130.6836465450538,0.7571428571428571,1.0,0.8785714285714286,3.4956391846717887
96,2020-12-09,2967.848721931538,0.7714285714285715,1.0,0.8857142857142857,3.4724417601835533
97,2020-12-10,2915.448161070891,0.7857142857142858,1.0,0.8928571428571429,3.4647053237330496
98,2020-12-11,2863.0476002102437,0.8,1.0,0.9,3.4568285685374205
99,2020-12-12,7879.3533885225115,0.8142857142857143,1.0285714285714285,0.9214285714285715,3.8964905789973097
100,2020-12-13,12895.659176834779,0.8285714285714286,1.0571428571428572,0.9428571428571428,4.110443546516231
101,2020-12-14,10398.32297581171,0.8428571428571429,1.0857142857142856,0.9642857142857143,4.016963302656555
102,2020-12-15,8076.7624768012665,0.8571428571428572,1.1142857142857143,0.9857142857142858,3.9072373112419423
103,2020-12-16,5755.201977790824,0.8714285714285714,1.1428571428571428,1.0071428571428571,3.760060569720942
104,2020-12-17,7501.066835023286,0.8857142857142857,1.1714285714285713,1.0285714285714287,3.87512303507362
105,2020-12-18,9246.931692255748,0.9,1.2,1.05,3.9659976494763054
106,2020-12-19,7691.157441606951,0.92,1.2,1.06,3.88599170165809
107,2020-12-20,6135.383190958152,0.9400000000000001,1.2,1.07,3.787841692168426
108,2020-12-21,6159.23856304903,0.96,1.2,1.08,3.7895270257511213
109,2020-12-22,8068.325206496226,0.98,1.2,1.09,3.906783394813459
110,2020-12-23,9977.411849943423,1.0,1.2,1.1,3.999017899497678
111,2020-12-24,10170.297028557678,1.00625,1.21875,1.1125,4.007333636893229
112,2020-12-25,10363.182207171934,1.0125,1.2375,1.125,4.015493134058506
113,2020-12-26,10556.06738578619,1.01875,1.2562499999999999,1.1375000000000002,4.023502153922178
114,2020-12-27,10748.952564400446,1.025,1.275,1.1500000000000001,4.031366146329387
115,2020-12-28,10941.837743014701,1.03125,1.29375,1.1625,4.039090270317539
116,2020-12-29,11134.722921628956,1.0375,1.3125,1.175,4.046679414445514
117,2020-12-30,11327.608100243213,1.04375,1.33125,1.1875,4.054138215376945
118,2020-12-31,11873.361807052845,1.05,1.35,1.2000000000000002,4.07457370189811
119,2021-01-01,12419.115513862478,1.0562500000000001,1.36875,1.2125000000000001,4.094090666603263
120,2021-01-02,12964.86922067211,1.0625,1.3875,1.225,4.112768140308848
121,2021-01-03,13510.622927481741,1.06875,1.40625,1.2375,4.130675373280444
122,2021-01-04,4540.942098458727,1.0750000000000002,1.425,1.25,3.657145964248426
123,2021-01-05,3876.466918945319,1.08125,1.44375,1.2625000000000002,3.5884360821322243
124,2021-01-06,4466.447231301224,1.0875000000000001,1.4625,1.2750000000000001,3.649962207396788
125,2021-01-07,4466.447231301224,1.09375,1.48125,1.2875,3.649962207396788
126,2021-01-08,4466.447231301224,1.1,1.5,1.3,3.649962207396788
127,2021-01-09,4752.646567247581,1.1142857142857143,1.5,1.3071428571428572,3.6769355189862627
128,2021-01-10,5038.8459031939365,1.1285714285714286,1.5,1.3142857142857143,3.7023310770666518
129,2021-01-11,16133.188798344087,1.1428571428571428,1.5,1.3214285714285714,4.207720216158462
130,2021-01-12,12988.640241195528,1.1571428571428573,1.5,1.3285714285714287,4.113563687897083
131,2021-01-13,9844.091684046969,1.1714285714285715,1.5,1.3357142857142859,3.9931756498997464
132,2021-01-14,9456.950340889693,1.1857142857142857,1.5,1.342857142857143,3.9757511085314543
133,2021-01-15,9069.808997732414,1.2,1.5,1.35,3.9575981412933614
134,2021-01-16,19750.75052515642,1.157142857142857,1.457142857142857,1.3071428571428572,4.295583603392397
135,2021-01-17,30431.692052580427,1.1142857142857143,1.4142857142857144,1.2642857142857145,4.483326100523431
136,2021-01-18,5220.937897927426,1.0714285714285714,1.3714285714285714,1.2214285714285715,3.717748527390406
137,2021-01-19,4935.4987591173285,1.0285714285714285,1.3285714285714285,1.1785714285714286,3.6933310470537526
138,2021-01-20,4650.059620307232,0.9857142857142858,1.2857142857142856,1.1357142857142857,3.667458521191986
139,2021-01-21,3532.1062050858313,0.9428571428571428,1.2428571428571429,1.092857142857143,3.5480337536793916
140,2021-01-22,2414.152789864431,0.9,1.2,1.05,3.382764752793296
141,2021-01-23,3279.306490818456,0.8857142857142858,1.1857142857142857,1.0357142857142858,3.515782008633615
142,2021-01-24,4144.460191772481,0.8714285714285714,1.1714285714285715,1.0214285714285716,3.617467972521698
143,2021-01-25,4817.506531749461,0.8571428571428572,1.1571428571428573,1.0071428571428571,3.682822312160044
144,2021-01-26,5472.587961178995,0.8428571428571429,1.1428571428571428,0.9928571428571429,3.7381927507329165
145,2021-01-27,6127.669390608528,0.8285714285714286,1.1285714285714286,0.9785714285714286,3.787295325536479
146,2021-01-28,5126.059508944196,0.8142857142857143,1.1142857142857143,0.9642857142857144,3.7097836436461322
147,2021-01-29,4124.449627279864,0.8,1.1,0.9500000000000001,3.615366003847766
148,2021-01-30,4162.425102319928,0.7857142857142857,1.0714285714285716,0.9285714285714286,3.6193464319938218
149,2021-01-31,4200.400577359991,0.7714285714285715,1.042857142857143,0.9071428571428573,3.6232907095029896
150,2021-02-01,18569.151677921673,0.7571428571428571,1.0142857142857142,0.8857142857142858,4.268792063674463
151,2021-02-02,9894.637372085075,0.7428571428571429,0.9857142857142858,0.8642857142857143,3.995399882404136
152,2021-02-03,1220.1230662484777,0.7285714285714285,0.9571428571428572,0.8428571428571429,3.0864036374756485
153,2021-02-04,5424.999289149556,0.7142857142857142,0.9285714285714286,0.8214285714285715,3.7343996856139414
154,2021-02-05,9629.875512050634,0.7,0.9,0.8,3.9836206729211154
155,2021-02-06,9515.056694727702,0.7,0.9,0.8,3.978411380340752
156,2021-02-07,9400.23787740477,0.7,0.9,0.8,3.973138843763221
157,2021-02-08,1599.6875396004302,0.7,0.9,0.8,3.2040351619813445
158,2021-02-09,3119.7004425625883,0.7,0.9,0.8,3.494112894535149
159,2021-02-10,4639.713345524746,0.7,0.9,0.8,3.666491149455208
