Region,date,catchment_population_ons_mid_2019
East Midlands,2021-02-03,2845617.0
East Midlands,2021-02-05,2845617.0
East Midlands,2021-02-07,2845617.0
East Midlands,2021-02-08,2845617.0
East Midlands,2021-02-10,2845617.0
East of England,2020-09-04,4212885.644829711
East of England,2020-09-06,4212885.644829711
East of England,2020-09-07,4212885.644829711
East of England,2020-09-09,4212885.644829711
East of England,2020-09-11,4212885.644829711
East of England,2020-09-13,4212885.644829711
East of England,2020-09-14,4212885.644829711
East of England,2020-09-16,4212885.644829711
East of England,2020-09-18,4212885.644829711
East of England,2020-09-20,4212885.644829711
East of England,2020-09-21,4212885.644829711
East of England,2020-09-23,4212885.644829711
East of England,2020-09-25,4178393.9357291097
East of England,2020-09-27,4212885.644829711
East of England,2020-09-28,4212885.644829711
East of England,2020-09-30,4212885.644829711
East of England,2020-10-02,4212885.644829711
East of England,2020-10-04,4212885.644829711
East of England,2020-10-05,4212885.644829711
East of England,2020-10-07,4212885.644829711
East of England,2020-10-09,4212885.644829711
East of England,2020-10-11,4212885.644829711
East of England,2020-10-12,4145746.431564999
East of England,2020-10-14,4212885.644829711
East of England,2020-10-16,4212885.644829711
East of England,2020-10-18,4212885.644829711
East of England,2020-10-19,4212885.644829711
East of England,2020-10-21,4212885.644829711
East of England,2020-10-23,4212885.644829711
East of England,2020-10-25,4212885.644829711
East of England,2020-10-26,4212885.644829711
East of England,2020-10-28,4212885.644829711
East of England,2020-10-30,4212885.644829711
East of England,2020-11-01,4212885.644829711
East of England,2020-11-02,4212885.644829711
East of England,2020-11-04,4212885.644829711
East of England,2020-11-06,4212885.644829711
East of England,2020-11-08,4178393.9357291097
East of England,2020-11-09,4212885.644829711
East of England,2020-11-11,4212885.644829711
East of England,2020-11-13,4212885.644829711
East of England,2020-11-15,4212885.644829711
East of England,2020-11-16,4212885.644829711
East of England,2020-11-18,4212885.644829711
East of England,2020-11-20,4212885.644829711
East of England,2020-11-22,4212885.644829711
East of England,2020-11-23,4212885.644829711
East of England,2020-11-25,4212885.644829711
East of England,2020-11-27,4212885.644829711
East of England,2020-11-29,4212885.644829711
East of England,2020-11-30,4212885.644829711
East of England,2020-12-02,3947699.644829711
East of England,2020-12-04,4212885.644829711
East of England,2020-12-06,4212885.644829711
East of England,2020-12-07,4212885.644829711
East of England,2020-12-09,4212885.644829711
East of England,2020-12-11,4178393.9357291097
East of England,2020-12-13,4212885.644829711
East of England,2020-12-14,4212885.644829711
East of England,2020-12-16,4212885.644829711
East of England,2020-12-18,4212885.644829711
East of England,2020-12-20,4212885.644829711
East of England,2020-12-21,4178393.9357291097
East of England,2020-12-23,4212885.644829711
East of England,2020-12-25,3031194.0
East of England,2020-12-27,3031194.0
East of England,2020-12-28,4788936.0
East of England,2020-12-30,4178393.9357291097
East of England,2021-01-03,5035367.423149685
East of England,2021-01-04,4212885.644829711
East of England,2021-01-06,4212885.644829711
East of England,2021-01-08,4212885.644829711
East of England,2021-01-10,4212885.644829711
East of England,2021-01-11,4212885.644829711
East of England,2021-01-13,4212885.644829711
East of England,2021-01-15,4212885.644829711
East of England,2021-01-17,4212885.644829711
East of England,2021-01-18,4212885.644829711
East of England,2021-01-20,4212885.644829711
East of England,2021-01-22,4212885.644829711
East of England,2021-01-24,4212885.644829711
East of England,2021-01-25,5035367.423149685
East of England,2021-01-27,4212885.644829711
East of England,2021-01-29,4178393.9357291097
East of England,2021-01-31,4212885.644829711
East of England,2021-02-01,4212885.644829711
East of England,2021-02-03,4212885.644829711
East of England,2021-02-05,4212885.644829711
East of England,2021-02-07,4212885.644829711
