"c_compartment_r1","e_compartment_r1","i_compartment_r1"
0.00215471223166083,0.000321827093474179,0.000494716503880546
0.00222987527165383,0.000331647548939672,0.000509835267266102
0.00230732917704398,0.000341765203986688,0.000525412985241115
0.00238714310842472,0.000352188899383766,0.000541463398424042
0.00246938827132816,0.000362927729109462,0.000558000646524339
0.0025541379794663,0.000373991047618665,0.000575039280189476
0.00264146771029081,0.000385388476197532,0.00059259427137193
0.00273145516518416,0.000397129909809126,0.00061068102453438
0.00282418033386154,0.000409225524367427,0.000629315388630004
0.00291972555810264,0.000421685783917374,0.000648513668889106
0.00301817559738647,0.000434521447976171,0.000668292638930756
0.00311961769621811,0.000447743579011801,0.000688669553152785
0.00322414165309709,0.000461363550064763,0.000709662159370608
0.00333183989115465,0.000475393052497511,0.00073128871172031
0.00344280753048453,0.000489844103874263,0.000753567983821856
0.00355714246219211,0.000504729055971626,0.000776519282200078
0.00367494542418322,0.000520060602913213,0.000800162459966485
0.00379632007871489,0.000535851789427221,0.00082451793075905
0.00392137309172892,0.000552116019223468,0.000849606682938284
0.00405021421398694,0.000568867063484776,0.000875450294038283
0.00418295636402516,0.000586119069468746,0.000902070945469298
0.00431971571294498,0.000603886569214481,0.000929491437468505
0.00446061177105388,0.000622184488348164,0.000957735204294891
0.00460576747636915,0.000641028154981108,0.000986826329663076
0.00475530928499507,0.000660433308692879,0.00101678956241029
0.00490936726338139,0.000680416109591393,0.00104765033238977
0.00506807518246902,0.000700993147441129,0.00107943476658276
0.00523157061372563,0.000722181450849672,0.00111216970542042
0.00539999502707116,0.000743998496501875,0.00114588271930568
0.00557349389068992,0.000766462218429984,0.00118060212532405
0.00575221677272247,0.000789591017306996,0.00121635700413093
0.00593631744482679,0.00081340376974942,0.0012531772170018
0.00612595398759408,0.000837919837614458,0.00129109342303012
0.00632128889780034,0.000863159077275367,0.00133013709645631
0.00652248919746996,0.000889141848857457,0.00137034054410941
0.00672972654472276,0.000915889025415817,0.00141173692294153
0.00694317734637043,0.000943422002034362,0.0014543602576331
0.00716302287222241,0.000971762704824305,0.00149824545824523
0.00738944937105545,0.00100093359979849,0.00154342833789314
0.00762264818819406,0.00103095770159633,0.00158994563041282
0.00786281588464239,0.00106185858203234,0.00163783500799034
0.00811015435770035,0.00109366037843928,0.0016871350987212
0.00836487096298904,0.00112638780177501,0.00173788550406418
0.00862717863780189,0.00116006614446007,0.00179012681615168
0.00889729602568897,0.00119472128791081,0.00184390063491558
0.00917544760217251,0.00123037970973056,0.00189924958498464
0.0094618638014814,0.0012670684905191,0.00195621733230627
0.00975678114418177,0.00130481532025799,0.00201484860044219
0.0100604423655695,0.00134364850422689,0.00207518918648403
0.0103730965446786,0.0013835969684032,0.00213728597653113
0.0106949992337461,0.00142469026429456,0.00220118696066912
0.0110264125879622,0.00146695857315076,0.00226694124738366
0.0113676054962703,0.00151043270951271,0.00233459907742184
0.0117188537105369,0.00155514412404458,0.00240421183682124
0.0120804399712694,0.00160112490538631,0.00247583206878847
0.0124526541415883,0.00164840778138444,0.00254951348571145
0.0128357933337727,0.00169702611930444,0.00262531097939337
0.013230162031903,0.00174701392505244,0.0027032806301258
0.0136360722292229,0.0017984058411245,0.00278347971586153
0.0140538435431241,0.00185123714373725,0.00286596671840191
0.01448380333544,0.0019055437385595,0.0029508013288371
0.0149262868362043,0.00196136215472411,0.0030380444522936
0.0153816372598056,0.00201872953797097,0.00312775821019407
0.0158502059194605,0.00207768364194996,0.00322000594098288
0.01633235233717,0.00213826281802261,0.00331485219918529
0.0168284443467574,0.00220050600347444,0.00341236275221276
0.0173388582003676,0.00226445270728833,0.00351260457524624
0.0178639786641291,0.00233014299453077,0.0036156458435624
0.0184041991095687,0.00239761746853709,0.00372155592243261
0.0189599215991876,0.00246691725077679,0.00383040535446121
0.0195315569654968,0.0025380839584665,0.0039422658440253
0.0201195248828681,0.00261115967971884,0.00405721023870055
0.0207242539315582,0.00268618694608462,0.00417531250748592
0.0213461816532424,0.00276320870237169,0.00429664771560695
0.0219857545973524,0.00284226827358798,0.004421291995697
0.0226434283574808,0.00292340932886203,0.0045493225151407
0.023319667597085,0.00300667584219374,0.00468081743935323
0.0240149460636881,0.00309211204988169,0.00481585589076485
0.0247297465907412,0.00317976240447143,0.00495451790327199
0.0254645610862772,0.00326967152506709,0.00509688437190866
0.0262198905074543,0.00336188414384651,0.00524303699748558
0.0269962448200502,0.00345644504861833,0.00539305822593775
0.0277941429419395,0.00355339902125896,0.00554703118211494
