"c_compartment_r1","e_compartment_r1","i_compartment_r1"
0,5e-05,5e-05
7.84323513545491e-06,4.80407986707325e-05,5.4573068715221e-05
1.63199317724801e-05,4.70163651632651e-05,5.84224335435788e-05
2.53368896849636e-05,4.66698106842405e-05,6.17739135426405e-05
3.48302673812825e-05,4.68180484950854e-05,6.47893108998986e-05
4.47584011284656e-05,4.7333568082362e-05,6.75822431756489e-05
5.5094305214276e-05,4.81254007683261e-05,7.02346779541519e-05
6.5821496618542e-05,4.91285139744261e-05,7.28061468532702e-05
7.69311635271176e-05,5.02966117999931e-05,7.53400011343921e-05
8.8420099880274e-05,5.15968770118197e-05,7.78679812368872e-05
0.000100289217321442,5.30061762032208e-05,8.04135156008513e-05
0.000112542480887437,5.45083385492402e-05,8.29940871324222e-05
0.000125186148447741,5.60922039343786e-05,8.56229315387596e-05
0.000138228227871442,5.77502223517704e-05,8.83102569606245e-05
0.000151678090556847,5.94774489809276e-05,9.10641200409408e-05
0.000165546197300359,6.12708233146821e-05,9.38910553846415e-05
0.000179843904896215,6.31286521796965e-05,9.67965280296213e-05
0.000194583330781277,6.50502391147268e-05,9.97852589029267e-05
0.000209777259445299,6.70356188112435e-05,0.000102861459131235
0.000225439078924976,6.90853669768813e-05,0.000106028998951364
0.000241582739000238,7.12004643480426e-05,0.000109291529700672
0.000258222725079837,7.33821995826437e-05,0.000112652572152043
0.000275372129734603,7.56318917011746e-05,0.000116115153758206
0.000293048897715343,7.79514852175238e-05,0.000119683286707893
0.000311268470856125,8.03428186316944e-05,0.000123360257544073
0.000330047398854886,8.28079033712414e-05,0.00012714954685635
0.000349402754534682,8.53488479156165e-05,0.000131054710953591
0.000369352148098767,8.7967870455196e-05,0.000135079373856977
0.000389913737295242,9.06672838160048e-05,0.000139227245655871
0.00041110624027888,9.34494892205047e-05,0.000143502132920126
0.000432948914318512,9.63169692640084e-05,0.000147907938633998
0.000455461687238516,9.92723039680617e-05,0.000152448689417291
0.000478665048484989,0.00010231815054021,0.000157128519761727
0.00050258011241872,0.000105457251385523,0.00016195168480686
0.000527228641533793,0.000108692436692376,0.000166922565324019
0.000552633080034818,0.000112026626810628,0.000172045676297342
0.000578816526658435,0.000115462828166879,0.000177325661974548
0.000605802782413714,0.000119004139101163,0.000182767305638905
0.00063361638074941,0.000122653753339281,0.000188375535957051
0.000662282552813689,0.000126414955109154,0.000194155420334488
0.00069182739938722,0.0001302911412197,0.000200112199213317
0.000722277751716621,0.000134285802782049,0.000206251258496338
0.000753661254034331,0.000138402535743503,0.000212578145983211
0.000786006393858102,0.000142645044667752,0.000219098577397356
0.000819342521619389,0.000147017145109445,0.000225818440293987
0.000853699876403473,0.000151522766807445,0.000232743799144814
0.000889109612406367,0.000156165956970548,0.000239880900550482
0.000925603826138538,0.000160950883653062,0.000247236178592214
0.000963215584415217,0.000165881839229774,0.000254816260325125
0.00100197895314748,0.000170963243967576,0.000262627971419381
0.00104192902695497,0.000176199649694377,0.000270678341954166
0.00108310195962161,0.000181595743567475,0.000278974612367926
0.00112553499541569,0.000187156351942546,0.000287524239569307
0.00116926650129614,0.000192886444344871,0.000296334903212844
0.00121433600002758,0.000198791137544643,0.000305414512143275
0.00126078420422681,0.000204875699738167,0.000314771211012449
0.0013086530513641,0.000211145554836817,0.000324413387072737
0.00135798573974285,0.000217606286865688,0.000334349677150847
0.00140882676548176,0.000224263644473855,0.00034458897480593
0.00146122196052391,0.000231123545558172,0.000355140437675871
0.00151521853169751,0.000238192082002522,0.000366013495015654
0.00157086510085363,0.000245475524534425,0.000377217855431684
0.00162821174610633,0.000252980327700857,0.000388763514815921
0.00168731004420105,0.000260713134965118,0.000400660764483699
0.00174821311403751,0.000268680783926523,0.000412920199519031
0.00181097566137346,0.000276890311664649,0.000425552727331234
0.00187565402473612,0.000285348960209782,0.000438569576426596
0.00194230622256825,0.000294064182141169,0.00045198230539882
0.00201099200163607,0.000303043646314552,0.00046580281214189
0.00208177288672644,0.000312295243720409,0.000480043343288928
