"x","coef1","coef2","coef3","coef4","coef5"
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
0,-121.326131178121,-72.8790874656666,-41.5050467888672,-29.6807849470694,4642.67580575195
288.860698501176,-121.326128407122,-72.8790828371043,-41.5050416305164,-29.6807787331545,4642.67582045462
415.032938280439,-121.32612719677,-72.8790808153819,-41.5050393773864,-29.6807760189617,4642.67582687665
637.003700454792,-121.326125067436,-72.8790772586313,-41.5050354135277,-29.6807712439702,4642.67583817471
898.439714942656,-121.326122559518,-72.879073069508,-41.5050307449145,-29.6807656200088,4642.6758514815
1413.42545360205,-121.326117619334,-72.879064817629,-41.5050215485198,-29.6807545417365,4642.67587769369
1463.39299641268,-121.326117140002,-72.8790640169732,-41.5050206562205,-29.6807534668441,4642.67588023698
1905.99488764951,-121.326112894186,-72.8790569249374,-41.5050127524255,-29.6807439456787,4642.67590276491
2309.03383767171,-121.326109027891,-72.8790504668385,-41.5050055551282,-29.6807352755833,4642.67592327913
2856.69875087787,-121.32610377422,-72.8790416913238,-41.5049957751622,-29.6807234943223,4642.67595115465
2912.49922280247,-121.326103238934,-72.879040797204,-41.5049947787009,-29.680722293953,4642.67595399483
2985.14906256277,-121.326102542014,-72.8790396330993,-41.5049934813519,-29.6807207311247,4642.67595769263
3245.48672900231,-121.326100044632,-72.8790354615755,-41.5049888323527,-29.680715130791,4642.67597094352
3490.69167072059,-121.326097692416,-72.8790315325315,-41.5049844535876,-29.6807098559899,4642.67598342417
4424.98898953721,-121.326088729836,-72.8790165618087,-41.5049677693058,-29.6806897575683,4642.67603097884
4596.28373378876,-121.32608708663,-72.8790138170657,-41.5049647103977,-29.6806860727094,4642.67603969754
4625.149023858,-121.32608680973,-72.8790133545421,-41.5049641949334,-29.6806854517645,4642.67604116675
5277.06789794153,-121.326080555965,-72.8790029085132,-41.5049525532449,-29.6806714278127,4642.67607434868
5526.34436555058,-121.326078164692,-72.878998914229,-41.5049481017723,-29.6806660654259,4642.67608703657
5796.56438401653,-121.32607557251,-72.8789945843557,-41.5049432762988,-29.6806602525056,4642.67610079046
5825.08328097544,-121.326075298932,-72.8789941273829,-41.5049427670205,-29.6806596390126,4642.67610224204
6015.88435311418,-121.326073468605,-72.8789910700801,-41.5049393597768,-29.6806555345374,4642.6761119536
6887.26905173805,-121.326065109537,-72.8789771074381,-41.5049237989614,-29.6806367894795,4642.67615630608
7488.36519297695,-121.326059343308,-72.8789674757676,-41.5049130648434,-29.6806238588162,4642.67618690119
7977.62971535564,-121.326054649863,-72.8789596360321,-41.5049043277665,-29.6806133338529,4642.6762118042
7979.718041976,-121.32605462983,-72.8789596025699,-41.5049042904741,-29.6806132889293,4642.67621191049
9410.13924775502,-121.326040908005,-72.8789366822007,-41.5048787466241,-29.6805825179873,4642.67628471729
9611.17645424962,-121.326038979483,-72.878933460879,-41.5048751565877,-29.6805781933142,4642.67629494986
10520.9330805949,-121.326030252319,-72.8789188833841,-41.5048589105429,-29.680558622807,4642.67634125543
11536.5382400748,-121.326020509764,-72.8789026098243,-41.5048407743004,-29.6805367753069,4642.67639294857
12060.2154655146,-121.326015486203,-72.8788942186766,-41.5048314226963,-29.6805255100643,4642.67641960315
12124.0662677316,-121.326014873692,-72.8788931955629,-41.5048302824763,-29.6805241365188,4642.67642285308
14289.5742622846,-121.325994100284,-72.8788584965227,-41.5047916117605,-29.6804775525328,4642.67653307496
15312.7557439891,-121.325984285051,-72.8788421015633,-41.504773340223,-29.680455542052,4642.67658515373
15879.2859214746,-121.325978850408,-72.8788330237609,-41.5047632233693,-29.6804433549651,4642.67661398947
16071.6870583737,-121.325977004731,-72.878829940819,-41.5047597875518,-29.6804392160691,4642.67662378247
18232.0817416072,-121.325956280375,-72.8787953237125,-41.5047212081478,-29.6803927420803,4642.67673374409
19210.7534007687,-121.325946892118,-72.8787796419572,-41.5047037314483,-29.6803716890869,4642.67678355736
19611.404332223,-121.325943048731,-72.8787732221227,-41.5046965767952,-29.6803630703621,4642.67680395003
19629.5157990167,-121.32594287499,-72.8787729319133,-41.5046962533682,-29.6803626807515,4642.67680487188
22960.447904572,-121.325910921836,-72.8787195586877,-41.5046367710072,-29.6802910263896,4642.67697441252
23066.6902877385,-121.325909902668,-72.8787178563122,-41.5046348737767,-29.6802887409248,4642.67697982013
24550.9711851234,-121.325895664174,-72.8786940729213,-41.5046083681227,-29.680256811363,4642.67705536833
26269.5591436424,-121.325879178006,-72.8786665351094,-41.5045776783143,-29.6802198414344,4642.6771428425
27562.4266899001,-121.325866775713,-72.8786458188328,-41.5045545908387,-29.68019202952,4642.67720864798
30315.2308928075,-121.325840368456,-72.8786017092463,-41.5045054324391,-29.6801328117336,4642.67734876256
31781.2425299403,-121.325826305217,-72.8785782185935,-41.5044792530303,-29.6801012751773,4642.67742338087
33226.4592911329,-121.325812441459,-72.8785550611478,-41.5044534449677,-29.6800701859564,4642.67749694075
34259.4240639685,-121.325802532376,-72.8785385094258,-41.5044349987245,-29.6800479650196,4642.67754951747
34753.621434984,-121.325797791612,-72.8785305906496,-41.5044261735598,-29.6800373339428,4642.67757467155
37503.8528278656,-121.325771409036,-72.8784865222886,-41.5043770611043,-29.6799781715023,4642.67771465518
41667.6151304459,-121.32573146666,-72.8784198042,-41.5043027064183,-29.6798886014603,4642.67792658591
43513.9207272267,-121.325713755316,-72.8783902199038,-41.5042697358835,-29.6798488840956,4642.67802056075
51455.5421075381,-121.325637572479,-72.8782629672523,-41.5041279178074,-29.6796780454883,4642.67842478016
53008.9958394002,-121.32562267042,-72.8782380754705,-41.5041001768954,-29.6796446278952,4642.67850384917
57290.5636330384,-121.325581597953,-72.8781694697258,-41.5040237184907,-29.6795525236464,4642.67872177606
57553.0846288197,-121.325579079626,-72.8781652632178,-41.504019030503,-29.6795468763459,4642.67873513807
60018.8436829499,-121.325555425953,-72.8781257531025,-41.5039749980332,-29.6794938334193,4642.67886064238
62991.1934167671,-121.325526912627,-72.8780781256267,-41.5039219190842,-29.6794298928135,4642.67901193156
72167.6297680607,-121.325438884387,-72.8779310869067,-41.5037580502127,-29.6792324911107,4642.67947900162
77469.5368216067,-121.325388023951,-72.8778461317459,-41.5036633710266,-29.6791184375242,4642.67974886258
80105.8295833554,-121.325362734372,-72.8778038890825,-41.5036162932394,-29.6790617261106,4642.67988304685
83014.5291897128,-121.325334831633,-72.8777572815059,-41.5035643509279,-29.678999154735,4642.6800310963
83309.2919852429,-121.325332004015,-72.8777525583709,-41.5035590871797,-29.678992813855,4642.68004609939
87516.5732026474,-121.325291644168,-72.8776851429588,-41.5034839553538,-29.678902307646,4642.68026024516
95227.2030843754,-121.325217677199,-72.8775615916049,-41.5033462622281,-29.6787364380876,4642.68065270732
99836.2852292436,-121.325173462933,-72.8774877379325,-41.5032639552142,-29.6786372884171,4642.68088730428
105469.855788626,-121.325119420896,-72.8773974683596,-41.5031633533247,-29.6785161001524,4642.68117404651
124182.176031342,-121.324939916283,-72.8770976313159,-41.5028291967292,-29.6781135643941,4642.68212648196
