"c_compartment_r3","e_compartment_r3","i_compartment_r3"
0,5e-05,5e-05
1.57876500135417e-05,5.52615533128098e-05,5.52629767643553e-05
3.32365652802545e-05,6.10768257005735e-05,6.10795877416712e-05
5.2521545564162e-05,6.75040021778545e-05,6.75081431071454e-05
7.38102955290487e-05,7.4598916638932e-05,7.46045715050468e-05
9.7345313910777e-05,8.24423124804649e-05,8.24497312956136e-05
0.000123354705194667,9.11101475644922e-05,9.11196657102368e-05
0.000152098122446971,0.000100688878909147,0.000100700933562395
0.000183862920131637,0.000111274177923362,0.000111289327223803
0.000218966454841198,0.000122971695664302,0.000122990636880657
0.000257759378001663,0.000135898153386203,0.000135921749739828
0.000300629110199755,0.000150182493329247,0.000150211808906718
0.000348001007511397,0.000165966262083866,0.000166002602441563
0.000400350714781316,0.000183407709716405,0.000183452681333524
0.000458200418777125,0.000202680538786354,0.000202736109658549
0.000522126801218583,0.000223976537159592,0.00022404511601389
0.000592767305714365,0.000247507647067411,0.00024759218422056
0.000670826007215015,0.000273507901771983,0.00027361200817854
0.000757080564072207,0.000302235716062873,0.000302363809485726
0.000852389861840113,0.000333976401299564,0.00033413388580074
0.000957702428145751,0.000369044931044809,0.0003692384154967
0.00107406570864475,0.000407788984681702,0.000408026549640916
0.0012026362843787,0.000450592294125789,0.00045088381781238
0.00134469112269701,0.000497878322210003,0.00049823587827825
0.00150163996144773,0.000550114302950267,0.00055055264593655
0.00167503893463797,0.000607815676329928,0.000608352834044023
0.0018666055568059,0.000671550952509944,0.000672208948750134
0.00207823519272277,0.000741947042512759,0.000742752778648625
0.0023120191488538,0.000819695094625999,0.000820681424783253
0.00257026453307394,0.00090555687778885,0.000906763919883091
0.00285551603933378,0.00100037175498253,0.00100184848899907
0.00317057982414974,0.00110506429107396,0.00110687050707785
0.00351854965170437,0.00122065254048291,0.00122286121228098
0.00390283549368476,0.00134825706027341,0.00135095723693252
0.00432719477837645,0.00148911069359109,0.00149241102071857
0.00479576649047271,0.00164456916649133,0.00164860217300143
0.00531310832793714,0.00181612253778559,0.00182104985263797
0.00588423572777426,0.00200540710729432,0.00201142577196112
0.00651466949210303,0.00221421979898979,0.00222157006674971
0.00721048072446914,0.00244453156226565,0.00245350624101414
0.00797834148336805,0.00269850225067317,0.00270945802084671
0.00882558164756817,0.00297849702341528,0.00299186834018424
0.00976024823542904,0.00328710318348879,0.00330341904032808
0.010791169189426,0.00362714784209997,0.00364705207712861
0.0119280215347351,0.00400171625443998,0.00402599220407987
0.0131814037582895,0.00441417070468329,0.00444377099688296
0.01456291227546,0.00486816965389148,0.00490425223143988
0.0160852217055459,0.00536768685899536,0.00541165850078897
0.0177621685343041,0.00591703009770708,0.00597059889387463
0.0196088382227899,0.00652085908528659,0.00658609775198654
0.0216416529996209,0.00718420173928825,0.00726362354730562
0.0238784584079795,0.00791246749357793,0.00800911730194456
0.0263386147092028,0.00871145849599628,0.00882902253386758
0.0290430814047271,0.00958737575010027,0.00973031245682887
0.0320144972883258,0.0105468194498961,0.010720515508428
0.0352772525112112,0.0115967817181788,0.0118077379953044
0.0388575489077282,0.0127446300422817,0.0130006822445261
0.042783444219846,0.0139980790446335,0.0143086587870924
0.0470848750842216,0.0153651480223217,0.0157415906973083
0.051793652834919,0.0168541014572509,0.0173100078255962
0.056943425246324,0.0184733693296202,0.0190250283555457
0.062569596448069,0.0202314438381762,0.0208983247270864
0.068709196387561,0.0221367489789638,0.0229420705757518
0.075400690444521,0.0241974793749119,0.0251688649813253
0.0826837192209933,0.0264214048799809,0.0275916299940194
0.0905987582372019,0.028815637852789,0.0302234771579119
0.099186687383136,0.0313863606721764,0.0330775386290255
0.108488260661392,0.0341385121384097,0.0361667585391049
0.118543468174757,0.0370754329474353,0.0395036405526506
0.129390811061411,0.0401984855202366,0.0430999590359736
0.141066364114841,0.043506589739494,0.0469663824188678
0.153602844220991,0.0469958003554165,0.051112090413119
0.167028539532379,0.0506588495817424,0.0555443285138884
0.181366103967052,0.0544846629680721,0.0602679091742393
0.196631324338531,0.058457931035846,0.0652846755091347
0.21283183892246,0.0625587228553563,0.070592934358125
0.229965880237787,0.0667621757858767,0.0761868879997169
0.248021113835471,0.0710383196469694,0.0820560798883622
0.26697351792702,0.0753520201738318,0.0881848361410468
0.286786517467487,0.0796631239249738,0.0945517975357157
0.307410372141708,0.0839268165007682,0.101129536893615
0.328781893770467,0.0880942172048381,0.107884302746587
0.350824557548719,0.0921132232150361,0.114775925068904
0.373449055001622,0.0959296019047677,0.121757914532951
0.396554316521923,0.0994883109973008,0.128777782750975
0.420029006439626,0.102735007480622,0.135777602414656
0.44375346467918,0.105617687156157,0.142694815007881
0.467602038402137,0.108088379337233,0.149463280392446
0.491445717776314,0.110104808448517,0.156014547382669
0.515154965096278,0.111631927799587,0.162279308847754
0.538602514107054,0.112643194342976,0.168188936558622
0.561666462456256,0.113121700169091,0.173677287001018
0.58423268238089,0.113060694981351,0.178682256063486
0.606197066410882,0.112463787407588,0.183147346630834
0.627467499621274,0.111344829390693,0.187023115609128
0.647965209327301,0.109727268470377,0.190268405383795
0.667625607467516,0.107643154532724,0.192851294496758
0.686398647902061,0.105131905730189,0.194749736496643
0.70424861544511,0.102238823198636,0.195951850754544
0.721153569272686,0.0990134369191719,0.196455970897947
0.73710437964259,0.0955078907336586,0.196270295365548
0.752103498943961,0.0917753560387833,0.195412286091104
0.766163547317199,0.0878685578947527,0.193907843611755
0.779305802953764,0.083838487888459,0.191790289565744
0.791558668612602,0.07973332897275,0.189099222509994
0.802956178247932,0.0755976118045338,0.18587930118648
0.813536593694099,0.0714716067479782,0.182179005130958
0.82334112627551,0.067390939611176,0.178049419613787
0.832412805365836,0.0633864103948614,0.173543083211911
0.840795504374079,0.0594839876881828,0.168712927963318
0.848533125145916,0.0557049475906232,0.163611333829325
0.855668954827814,0.0520661169530389,0.158289334641738
0.862245083730343,0.0485802327526332,0.152795857595106
0.868302057485089,0.0452563069842167,0.147177244067664
0.873878600593926,0.0421000397248184,0.141476841010917
0.87901140474499,0.0391142633867777,0.135734656331034
0.883735019094134,0.036299354172736,0.129987186214423
0.8880818022412,0.0336536335865357,0.124267321993331
0.892081924331464,0.0311737450105824,0.118604335995333
0.895763406765596,0.0288549932663496,0.113023942092078
0.899152191293444,0.0266916505758595,0.107548409128084
0.902272229456635,0.0246772252031202,0.102196718556577
0.905145585608894,0.0228046932681058,0.096984755221744
0.90779254917295,0.0210666969114007,0.0919255221677519
0.910231748932729,0.0194557099338678,0.0870293659503739
0.912480265968367,0.0179641665914807,0.082304205690461
0.914553751813446,0.0165845806732906,0.0777557750684165
0.916466537412204,0.0153096278703616,0.0733878520078818
0.91823173821656,0.014132210954127,0.0692024826756471
0.91986135389646,0.0130455094749856,0.0652001937220435
0.921366361806732,0.0120430141048766,0.0613801932365893
0.92275680409463,0.0111185490697018,0.0577405578286117
0.92404186844292,0.0102662848037568,0.0542784050937247
0.925229960166589,0.00948074249828145,0.0509900465309221
0.926328777494898,0.00875679277714146,0.0478711451799471
0.927345369119815,0.0080896489813296,0.0449168316782885
0.928286190519831,0.00747485696465361,0.0421218170385477
0.929157158638681,0.00690828204392082,0.0394805008471064
0.929963699196096,0.00638609443451818,0.0369870584907878
0.93071078998226,0.00590475324686508,0.0346355188617517
0.931403000276105,0.00546098973323051,0.0324198318331278
0.932044526699863,0.00505179044106949,0.0303339258319247
0.932639225756112,0.00467438036637459,0.0283717568701675
0.933190643373299,0.00432620646084261,0.026527349707895
0.933702041730844,0.00400492167889772,0.0247948319883681
0.934176423737721,0.00370836958253229,0.0231684622295278
0.934616555168998,0.00343456985816898,0.021642652382407
0.93502498396217,0.00318170499745034,0.0202119844250094
0.935404059473339,0.00294810663881171,0.0188712251845199
0.935755948790466,0.00273224381932138,0.017615335486595
0.936082647614245,0.00253271478115756,0.0164394823875147
0.936386004867898,0.00234822818826204,0.0153390289932285
0.93666772848498,0.00217759940766827,0.0143095441723689
