"x","y1","y2","y3","y4","y5"
0,0,0,-3.79645664627978e-16,0,-7.71992580536718e-14
0,0,0,-3.79645664627978e-16,0,-7.71992580536718e-14
0,0,0,-3.79645664627978e-16,0,-7.71992580536718e-14
0,0,0,-3.79645664627978e-16,0,-7.71992580536718e-14
0,0,0,-3.79645664627978e-16,0,-7.71992580536718e-14
0,0,0,-3.79645664627978e-16,0,-7.71992580536718e-14
0,0,0,-3.79645664627978e-16,0,-7.71992580536718e-14
0,0,0,-3.79645664627978e-16,0,-7.71992580536718e-14
0,0,0,-3.79645664627978e-16,0,-7.71992580536718e-14
0,0,0,-3.79645664627978e-16,0,-7.71992580536718e-14
0,0,0,-3.79645664627978e-16,0,-7.71992580536718e-14
377.443972590362,-5.33055959766776e-17,0.000167822112690859,0.000162548678080248,-0.0217123908193019,-2.18000491923666e-13
614.764064687951,-0.000893701800256793,0.00010370766253987,0.000130702823760954,-0.0134273920968954,17.8862471175564
1001.30054439052,-0.00233975281092272,-1.02236851135858e-15,7.98377826236709e-05,6.20323220219458e-16,46.8472619464702
1630.87408289824,-0.00466735320219442,-0.00016656416441411,-2.42197608199198e-16,0.0216351152104965,93.5175114523721
2656.29564386998,-0.00838558686987455,-0.000431666212156297,-0.000122111566059816,0.0562549537055644,168.214613938716
4326.45697275629,-0.0142506803945902,-0.000847223777250088,-0.000300227356569499,0.111020841422471,286.424484236488
7046.74194693208,-0.0233066512500058,-0.00148184656085805,-0.000536299103273711,0.19600349009084,469.976097689082
11477.4219134363,-0.0367812051123869,-0.00240709448751358,-0.000782100496884977,0.323592242496121,745.874916366442
18693.9176673524,-0.0555286193505761,-0.00364210285664754,-0.000834569654898183,0.504241897721273,1137.39242189886
31233.4990491068,-0.0795885298241936,-0.00506365713816166,-1.09798763442221e-18,0.745837784577388,1663.68523753656
50834.0226817018,-0.0993209149072416,-0.00576313045046099,0.00324646838833145,0.971669915245556,2162.94778025268
82736.5835083424,-0.1008590542403,-0.00428699238426666,0.011846478640168,1.07938530097608,2421.88642620182
134663.437132396,-0.08199044350009,1.86525430874005e-16,0.0281273747444525,1.07212831269325,2453.65481448808
198679.982737465,-0.0586433984503341,0.00542349044883588,0.0481281823991537,1.06023576825373,2485
222328.566767828,-0.0501091729002034,0.0074557568462278,0.0554846642247738,1.05599296624514,2496.47033930627
363988.45222391,-3.84858744901497e-17,0.019950745034347,0.0991920510929277,1.03226037039896,2563.96024342977
