,region,date,avg_r_lower,avg_r_avg,avg_r_upper
81,east of england,2021-03-26,0.7,0.8499767539386747,0.9999535078773493
82,london,2020-06-12,0.7998570765972037,0.8998570765972038,0.9998570765972038
83,london,2020-06-19,0.7,0.8497179869381954,0.999435973876391
84,london,2020-06-26,0.6005640261236089,0.7502820130618044,0.9
85,london,2020-07-03,0.799435973876391,0.9493645121749931,1.099293050473595
86,london,2020-07-10,0.7004211027208127,0.8502105513604064,1.0
87,london,2020-07-17,0.7999999999999999,0.9497179869381955,1.0994359738763912
88,london,2020-07-24,0.7999999999999999,0.9,1.0
89,london,2020-07-31,0.7998570765972037,0.899928538298602,1.0
90,london,2020-08-07,0.7998570765972037,0.9495750635353993,1.099293050473595
91,london,2020-08-14,0.7999999999999999,0.8997894486395938,0.9995788972791873
92,london,2020-08-21,0.8994359738763911,0.999435973876391,1.0994359738763912
93,london,2020-08-28,0.8998570765972038,0.9998570765972038,1.099857076597204
94,london,2020-09-04,0.8994359738763911,0.999435973876391,1.0994359738763912
95,london,2020-09-11,1.099293050473595,1.1993645121749932,1.299435973876391
96,london,2020-09-18,1.099857076597204,1.249857076597204,1.3998570765972038
97,london,2020-09-25,1.1990148711555784,1.3489434094541803,1.4988719477527823
98,london,2020-10-02,1.199293050473595,1.3990110374117906,1.5987290243499859
99,london,2020-10-09,1.2001429234027963,1.3002143851041943,1.4002858468055928
100,london,2020-10-16,1.101128052247218,1.2508460391854135,1.400564026123609
101,london,2020-10-23,1.1005640261236092,1.2007745774840155,1.3009851288444216
102,london,2020-10-30,1.1005640261236092,1.2005640261236092,1.3005640261236089
103,london,2020-11-06,1.1004211027208128,1.200492564422211,1.3005640261236089
104,london,2020-11-13,1.0009851288444216,1.10105659054582,1.2011280522472179
105,london,2020-11-20,1.0004211027208127,1.100492564422211,1.200564026123609
106,london,2020-11-27,0.9998570765972038,1.0501390896590082,1.1004211027208128
107,london,2020-12-04,0.9,0.999928538298602,1.099857076597204
108,london,2020-12-11,0.9,1.0,1.1
109,london,2020-12-18,1.1001429234027964,1.2001429234027965,1.3001429234027961
110,london,2020-12-23,1.2,1.3497894486395938,1.4995788972791873
111,london,2021-01-08,1.1,1.249928538298602,1.3998570765972038
112,london,2021-01-15,0.900564026123609,1.0503534747632026,1.2001429234027963
113,london,2021-01-22,0.6998570765972038,0.8001390896590083,0.9004211027208128
114,london,2021-01-29,0.6005640261236089,0.7502820130618044,0.9
115,london,2021-02-05,0.6001429234027962,0.7003534747632026,0.8005640261236089
116,london,2021-02-12,0.6005640261236089,0.7003534747632026,0.8001429234027962
117,london,2021-02-19,0.6,0.7,0.7999999999999999
118,london,2021-02-26,0.6004211027208127,0.7004211027208127,0.8004211027208127
119,london,2021-03-05,0.6,0.7,0.7999999999999999
120,london,2021-03-12,0.6,0.7,0.7999999999999999
121,london,2021-03-19,0.6004211027208127,0.7502105513604064,0.9
122,london,2021-03-26,0.7,0.8002820130618044,0.900564026123609
123,north east,2020-06-12,0.7,0.8500000000000001,1.0
124,north east,2020-06-19,0.7,0.8,0.9
125,north east,2020-06-26,0.7,0.8,0.9
126,north east,2020-07-03,0.8,0.9,1.0
127,north east,2020-07-10,0.7,0.8500000000000001,1.0
128,north east,2020-07-17,0.7,0.8,0.9
129,north east,2020-07-24,0.8,0.9,1.0
130,north east,2020-07-31,0.7,0.8,0.9
131,north east,2020-08-07,0.8,0.9,1.0
132,north east,2020-08-14,0.8,0.9,1.0
133,north east,2020-08-21,0.8,0.9,1.0
134,north east,2020-08-28,0.8,0.9,1.0
135,north east,2020-09-04,0.8,0.9,1.0
136,north east,2020-09-11,1.0,1.0999999999999999,1.2
137,north east,2020-09-18,1.2,1.2999999999999998,1.4
138,north east,2020-09-25,1.2,1.35,1.4999999999999998
139,north east,2020-10-02,1.2,1.4,1.6
140,north east,2020-10-09,1.2999999999999998,1.4,1.4999999999999998
141,north east,2020-10-16,1.2999999999999998,1.35,1.4
142,north east,2020-10-23,1.0999999999999999,1.2000000000000002,1.2999999999999998
143,north east,2020-10-30,1.0999999999999999,1.2000000000000002,1.2999999999999998
144,north east,2020-11-06,1.0999999999999999,1.15,1.2
145,north east,2020-11-13,1.0,1.0999999999999999,1.2
146,north east,2020-11-20,1.0,1.05,1.0999999999999999
147,north east,2020-11-27,0.8,0.9,1.0
148,north east,2020-12-04,0.7,0.8,0.9
149,north east,2020-12-11,0.7,0.8,0.9
150,north east,2020-12-18,0.9,1.0,1.0999999999999999
151,north east,2020-12-23,0.9,1.0,1.0999999999999999
152,north east,2021-01-08,1.0999999999999999,1.25,1.4
153,north east,2021-01-15,1.0999999999999999,1.2000000000000002,1.2999999999999998
154,north east,2021-01-22,0.8,0.9500000000000001,1.0999999999999999
155,north east,2021-01-29,0.8,0.9500000000000001,1.0999999999999999
156,north east,2021-02-05,0.8,0.9,1.0
157,north east,2021-02-12,0.8,0.8500000000000001,0.9
158,north east,2021-02-19,0.7,0.8500000000000001,1.0
159,north east,2021-02-26,0.7,0.8,0.9
160,north east,2021-03-05,0.7,0.8500000000000001,1.0
161,north east,2021-03-12,0.7,0.8,0.9
162,north east,2021-03-19,0.7,0.8,0.9
163,north east,2021-03-26,0.8,0.9,1.0
164,north west,2020-06-12,0.7642956943049485,0.8821478471524742,1.0
165,north west,2020-06-19,0.7000505983980465,0.8321731463514974,0.9642956943049484
166,north west,2020-06-26,0.7,0.8321225479534509,0.9642450959069017
167,north west,2020-07-03,0.7357549040930981,0.8357549040930982,0.935754904093098
168,north west,2020-07-10,0.7,0.8499747008009767,0.9999494016019533
169,north west,2020-07-17,0.7,0.8321478471524743,0.9642956943049484
170,north west,2020-07-24,0.7357043056950514,0.8678521528475258,1.0
171,north west,2020-07-31,0.7642450959069018,0.8963676438603527,1.0284901918138036
172,north west,2020-08-07,0.8,0.9321225479534508,1.0642450959069016
173,north west,2020-08-14,0.8,0.9321225479534508,1.0642450959069016
174,north west,2020-08-21,0.8642450959069018,0.9642450959069017,1.0642450959069016
175,north west,2020-08-28,0.8642450959069018,0.964270395105925,1.0642956943049484
176,north west,2020-09-04,0.8,0.9,1.0
177,north west,2020-09-11,1.064194497508855,1.1641944975088552,1.2641944975088553
178,north west,2020-09-18,1.2,1.3321478471524741,1.4642956943049485
179,north west,2020-09-25,1.2,1.35,1.5000000000000002
180,north west,2020-10-02,1.2,1.3678521528475258,1.5357043056950517
181,north west,2020-10-09,1.2357043056950516,1.3357296048940748,1.4357549040930981
182,north west,2020-10-16,1.2999494016019535,1.3821225479534507,1.4642956943049485
183,north west,2020-10-23,1.0999999999999999,1.2000000000000002,1.2999999999999998
184,north west,2020-10-30,1.0358055024911448,1.1358055024911449,1.2358055024911447
185,north west,2020-11-06,1.0357549040930982,1.0857802032921215,1.1358055024911446
186,north west,2020-11-13,0.9358055024911447,1.0358055024911448,1.1358055024911446
187,north west,2020-11-20,0.8715098081861964,0.9536576553386705,1.0358055024911448
188,north west,2020-11-27,0.7358055024911447,0.8358055024911447,0.9358055024911447
189,north west,2020-12-04,0.7000505983980465,0.8000252991990234,0.9
190,north west,2020-12-11,0.7000505983980465,0.8000505983980466,0.9000505983980466
191,north west,2020-12-18,0.9000505983980466,1.0000505983980468,1.1000505983980466
192,north west,2020-12-23,0.9000505983980466,1.0000505983980468,1.1000505983980466
193,north west,2021-01-08,1.0357549040930982,1.2178774520465492,1.4
194,north west,2021-01-15,1.1642956943049485,1.2964182422583994,1.4285407902118503
195,north west,2021-01-22,0.8642956943049485,1.0142956943049486,1.1642956943049485
196,north west,2021-01-29,0.8,0.9500000000000001,1.0999999999999999
197,north west,2021-02-05,0.7357043056950514,0.8678268536485025,0.9999494016019533
198,north west,2021-02-12,0.7357043056950514,0.8178521528475259,0.9
199,north west,2021-02-19,0.6357043056950515,0.7857043056950516,0.9357043056950515
200,north west,2021-02-26,0.7,0.8,0.9
201,north west,2021-03-05,0.7,0.8178521528475259,0.9357043056950515
202,north west,2021-03-12,0.6357043056950515,0.7357043056950514,0.8357043056950516
203,north west,2021-03-19,0.6999494016019533,0.7999747008009768,0.9
204,north west,2021-03-26,0.7357043056950514,0.8678521528475258,1.0
205,south east,2020-06-12,0.7980520586025619,0.8981663385624415,0.9982806185223211
206,south east,2020-06-19,0.6998158672177861,0.7999439228365625,0.9000719784553386
207,south east,2020-06-26,0.6997438887624475,0.7998719443812238,0.9
208,south east,2020-07-03,0.7000719784553386,0.8490757941878467,0.998079609920355
209,south east,2020-07-10,0.797751520227464,0.898967826504839,1.0001841327822136
210,south east,2020-07-17,0.7997270129426952,0.8999915620901239,1.0002561112375523
211,south east,2020-07-24,0.7997270129426952,0.8998635064713477,1.0
212,south east,2020-07-31,0.7980076314650164,0.8990958821236151,1.0001841327822136
213,south east,2020-08-07,0.7980520586025619,0.8981801142213381,0.9983081698401143
214,south east,2020-08-14,0.7999999999999999,0.851124239886268,0.902248479772536
215,south east,2020-08-21,0.8000275513177931,0.9001418312776728,1.0002561112375523
216,south east,2020-08-28,0.8980076314650164,0.9980298450337891,1.098052058602562
217,south east,2020-09-04,0.8000275513177931,0.9001418312776728,1.0002561112375523
218,south east,2020-09-11,0.9978066228630504,1.098894873521649,1.1999831241802474
219,south east,2020-09-18,1.0976393659005887,1.2480964857401076,1.3985536055796257
220,south east,2020-09-25,1.0023204582278744,1.1513464875291552,1.3003725168304365
221,south east,2020-10-02,1.0981240370579004,1.248137812716797,1.3981515883756936
222,south east,2020-10-09,1.2021765013171972,1.3032869655445687,1.40439742977194
223,south east,2020-10-16,1.2999004702268684,1.400050739414417,1.500201008601966
224,south east,2020-10-23,1.2001565814644206,1.3491466215380323,1.4981366616116438
225,south east,2020-10-30,1.1999724486822068,1.3000867286420865,1.400201008601966
226,south east,2020-11-06,1.1979800801472231,1.2989540508459423,1.3999280215446612
227,south east,2020-11-13,1.19795252882943,1.298926499528149,1.3999004702268683
228,south east,2020-11-20,1.0977515202274641,1.1988397708860627,1.2999280215446616
229,south east,2020-11-27,0.9977790715452572,1.0977652958863606,1.197751520227464
230,south east,2020-12-04,0.899498453022936,0.9986165487153238,1.0977346444077116
231,south east,2020-12-11,0.8997270129426953,0.9997270129426952,1.0997270129426953
232,south east,2020-12-18,1.101446394420374,1.2015606743802536,1.3016749543401334
233,south east,2020-12-23,1.1994540258853903,1.300441772243006,1.4014295186006218
234,south east,2021-01-08,1.1,1.2491403092611606,1.398280618522321
235,south east,2021-01-15,1.0005184227968162,1.1016204491143116,1.2027224754318067
236,south east,2021-01-22,0.6985980327171714,0.8485842570582747,0.9985704813993781
237,south east,2021-01-29,0.7002454357395115,0.8003957049270605,0.9005459741146095
238,south east,2021-02-05,0.6022209284547427,0.7510966885684748,0.8999724486822068
239,south east,2021-02-12,0.6999724486822068,0.7510966885684748,0.8022209284547427
240,south east,2021-02-19,0.5999999999999999,0.7001364935286523,0.8002729870573047
241,south east,2021-02-26,0.6977959473650095,0.7977959473650095,0.8977959473650096
242,south east,2021-03-05,0.6000444271375455,0.7000444271375454,0.8000444271375454
243,south east,2021-03-12,0.5997714400802406,0.6998857200401203,0.7999999999999999
244,south east,2021-03-19,0.697751520227464,0.798875760113732,0.9
245,south east,2021-03-26,0.7,0.8498719443812237,0.9997438887624476
246,south west,2020-06-12,0.8,0.9499474011886976,1.0998948023773951
247,south west,2020-06-19,0.600149070804681,0.7500964719933786,0.9000438731820761
248,south west,2020-06-26,0.600105197622605,0.7500525988113024,0.9000000000000001
249,south west,2020-07-03,0.7000438731820761,0.850021936591038,1.0
250,south west,2020-07-10,0.7000613244405289,0.8999561268179239,1.0998509291953191
251,south west,2020-07-17,0.7000613244405289,0.899978063408962,1.0998948023773951
252,south west,2020-07-24,0.7000613244405289,0.8500306622202644,1.0
253,south west,2020-07-31,0.799956126817924,0.9499035280066214,1.0998509291953191
254,south west,2020-08-07,0.8,0.9499474011886976,1.0998948023773951
255,south west,2020-08-14,0.8,0.8999693377797356,0.999938675559471
256,south west,2020-08-21,0.8,0.9499474011886976,1.0998948023773951
257,south west,2020-08-28,0.8999561268179239,0.9999780634089619,1.1
258,south west,2020-09-04,0.8,0.9499474011886976,1.0998948023773951
259,south west,2020-09-11,0.900061324440529,1.0500087256292265,1.1999561268179237
260,south west,2020-09-18,0.9002542684272862,1.250043873182076,1.5998334779368664
261,south west,2020-09-25,1.0999825487415473,1.2499825487415472,1.399982548741547
262,south west,2020-10-02,1.1000438731820763,1.250043873182076,1.400043873182076
263,south west,2020-10-09,1.2998948023773949,1.4498641401571306,1.5998334779368664
264,south west,2020-10-16,1.2999561268179238,1.4499254645976596,1.5998948023773953
265,south west,2020-10-23,1.2998509291953189,1.449828992604281,1.599807056013243
266,south west,2020-10-30,1.1999999999999997,1.3499474011886976,1.4998948023773948
267,south west,2020-11-06,1.1999561268179237,1.2999561268179236,1.399956126817924
268,south west,2020-11-13,1.1999561268179237,1.2999561268179236,1.399956126817924
269,south west,2020-11-20,1.000061324440529,1.1500087256292264,1.2999561268179238
270,south west,2020-11-27,0.900061324440529,1.000061324440529,1.100061324440529
271,south west,2020-12-04,0.7001665220631339,0.8500919866607933,1.0000174512584528
272,south west,2020-12-11,0.800061324440529,0.900061324440529,1.000061324440529
273,south west,2020-12-18,0.900166522063134,1.0501139232518313,1.2000613244405287
274,south west,2020-12-23,1.000122648881058,1.100122648881058,1.2001226488810577
275,south west,2021-01-08,1.1,1.2999474011886976,1.4998948023773948
276,south west,2021-01-15,1.199877351118942,1.3498247523076397,1.4997721534963369
277,south west,2021-01-22,0.8998773511189422,1.049877351118942,1.199877351118942
278,south west,2021-01-29,0.7999386755594711,0.9499080133392065,1.0998773511189421
279,south west,2021-02-05,0.699938675559471,0.7999693377797356,0.9000000000000001
280,south west,2021-02-12,0.7,0.7999693377797356,0.8999386755594712
281,south west,2021-02-19,0.5999999999999999,0.7499693377797355,0.8999386755594712
282,south west,2021-02-26,0.600105197622605,0.700105197622605,0.8001051976226051
283,south west,2021-03-05,0.600043873182076,0.7000438731820761,0.8000438731820761
284,south west,2021-03-12,0.500105197622605,0.6500525988113025,0.8
285,south west,2021-03-19,0.6000613244405288,0.7500306622202645,0.9000000000000001
286,south west,2021-03-26,0.7,0.8000525988113026,0.9001051976226051
287,west midlands,2020-06-12,0.8,0.9000291149564743,1.0000582299129483
288,west midlands,2020-06-19,0.7998349282060772,0.8998790628235109,0.9999231974409446
289,west midlands,2020-06-26,0.6999417700870515,0.7999859047044852,0.9000300393219188
290,west midlands,2020-07-03,0.7998931581190256,0.8999315593985534,0.9999699606780811
291,west midlands,2020-07-10,0.7000185726461069,0.8000918222200148,0.9001650717939227
292,west midlands,2020-07-17,0.7000185726461069,0.8500384012795276,1.0000582299129483
293,west midlands,2020-07-24,0.7000185726461069,0.8500092863230534,1.0
294,west midlands,2020-07-31,0.7001068418809743,0.8001509764984079,0.9001951111158416
295,west midlands,2020-08-07,0.8,0.9000441346174337,1.0000882692348674
296,west midlands,2020-08-14,0.8,0.900005733337906,1.000011466675812
297,west midlands,2020-08-21,0.800030039321919,0.9000591542783931,1.0000882692348674
298,west midlands,2020-08-28,0.8001068418809743,0.9500534209404872,1.1
299,west midlands,2020-09-04,0.8,0.9000291149564743,1.0000582299129483
300,west midlands,2020-09-11,0.9000786512899446,1.0001077662464188,1.1001368812028933
301,west midlands,2020-09-18,1.1998067376150476,1.3499231974409447,1.5000396572668417
302,west midlands,2020-09-25,1.1999046247948377,1.3499046247948376,1.4999046247948378
303,west midlands,2020-10-02,1.1999231974409446,1.3499231974409447,1.4999231974409448
304,west midlands,2020-10-09,1.2000582299129485,1.3500339239289356,1.500009617944923
305,west midlands,2020-10-16,1.2001068418809742,1.3500825358969615,1.5000582299129486
306,west midlands,2020-10-23,1.100135032472004,1.2001734337515317,1.3002118350310592
307,west midlands,2020-10-30,1.1999399213561621,1.2999690363126364,1.3999981512691109
308,west midlands,2020-11-06,1.1000467632371367,1.2000317435761771,1.3000167239152176
309,west midlands,2020-11-13,1.1000167239152177,1.2000167239152177,1.3000167239152176
310,west midlands,2020-11-20,0.9999584940022692,1.0999876089587435,1.2000167239152175
311,west midlands,2020-11-27,0.8999584940022691,0.9999584940022692,1.0999584940022693
312,west midlands,2020-12-04,0.7999303034112395,0.850012839308201,0.9000953752051624
313,west midlands,2020-12-11,0.7999885333241881,0.899988533324188,0.9999885333241881
314,west midlands,2020-12-18,0.9999303034112395,1.099959418367714,1.199988533324188
315,west midlands,2020-12-23,1.0000071059702949,1.100007105970295,1.200007105970295
316,west midlands,2021-01-08,1.0999699606780813,1.2500140952955148,1.4000582299129485
317,west midlands,2021-01-15,1.199962854707786,1.3000069893252197,1.4000511239426536
318,west midlands,2021-01-22,0.8999628547077863,1.0499628547077862,1.199962854707786
319,west midlands,2021-01-29,0.799981427353893,0.9499721410308396,1.0999628547077864
320,west midlands,2021-02-05,0.6999814273538931,0.800005733337906,0.9000300393219188
321,west midlands,2021-02-12,0.7,0.7999907136769465,0.8999814273538931
322,west midlands,2021-02-19,0.6,0.7499907136769466,0.8999814273538931
323,west midlands,2021-02-26,0.6999417700870515,0.7999417700870516,0.8999417700870515
324,west midlands,2021-03-05,0.6999231974409447,0.7999231974409445,0.8999231974409446
325,west midlands,2021-03-12,0.5999417700870515,0.6999708850435257,0.8
326,west midlands,2021-03-19,0.6000486119680257,0.750024305984013,0.8999999999999999
327,west midlands,2021-03-26,0.7,0.8499708850435257,0.9999417700870515
328,yorkshire and the humber,2020-06-12,0.7010408819894889,0.8505204409947444,1.0
329,yorkshire and the humber,2020-06-19,0.7000857764222398,0.8005633292058644,0.9010408819894888
330,yorkshire and the humber,2020-06-26,0.7000000000000001,0.8004775527836245,0.9009551055672489
331,yorkshire and the humber,2020-07-03,0.7990448944327511,0.8990448944327509,0.9990448944327509
332,yorkshire and the humber,2020-07-10,0.7000000000000001,0.8499571117888799,0.99991422357776
333,yorkshire and the humber,2020-07-17,0.7000000000000001,0.8005204409947445,0.9010408819894888
334,yorkshire and the humber,2020-07-24,0.7989591180105112,0.8994795590052556,1.0
335,yorkshire and the humber,2020-07-31,0.7009551055672489,0.8014326583508735,0.9019102111344979
336,yorkshire and the humber,2020-08-07,0.8,0.9004775527836244,1.000955105567249
337,yorkshire and the humber,2020-08-14,0.8,0.9004775527836244,1.000955105567249
338,yorkshire and the humber,2020-08-21,0.800955105567249,0.9009551055672489,1.000955105567249
339,yorkshire and the humber,2020-08-28,0.800955105567249,0.9009979937783688,1.001040881989489
340,yorkshire and the humber,2020-09-04,0.8,0.9,1.0
341,yorkshire and the humber,2020-09-11,1.000869329145009,1.1008693291450091,1.200869329145009
342,yorkshire and the humber,2020-09-18,1.1999999999999997,1.3005204409947442,1.4010408819894888
343,yorkshire and the humber,2020-09-25,1.1999999999999997,1.35,1.5000000000000002
344,yorkshire and the humber,2020-10-02,1.1999999999999997,1.3994795590052558,1.5989591180105114
345,yorkshire and the humber,2020-10-09,1.298959118010511,1.399002006221631,1.499044894432751
346,yorkshire and the humber,2020-10-16,1.29991422357776,1.3504775527836244,1.4010408819894888
347,yorkshire and the humber,2020-10-23,1.1,1.2,1.3
348,yorkshire and the humber,2020-10-30,1.0991306708549908,1.199130670854991,1.2991306708549908
349,yorkshire and the humber,2020-11-06,1.099044894432751,1.1490877826438708,1.1991306708549907
350,yorkshire and the humber,2020-11-13,0.9991306708549909,1.0991306708549908,1.1991306708549907
351,yorkshire and the humber,2020-11-20,0.998089788865502,1.0486102298602464,1.0991306708549908
352,yorkshire and the humber,2020-11-27,0.7991306708549909,0.8991306708549909,0.9991306708549909
353,yorkshire and the humber,2020-12-04,0.7000857764222398,0.80004288821112,0.9
354,yorkshire and the humber,2020-12-11,0.7000857764222398,0.8000857764222399,0.9000857764222397
355,yorkshire and the humber,2020-12-18,0.9000857764222397,1.00008577642224,1.10008577642224
356,yorkshire and the humber,2020-12-23,0.9000857764222397,1.00008577642224,1.10008577642224
357,yorkshire and the humber,2021-01-08,1.099044894432751,1.2495224472163755,1.4000000000000001
358,yorkshire and the humber,2021-01-15,1.1010408819894888,1.2015184347731134,1.3019959875567377
359,yorkshire and the humber,2021-01-22,0.801040881989489,0.951040881989489,1.1010408819894888
360,yorkshire and the humber,2021-01-29,0.8,0.9500000000000001,1.1
361,yorkshire and the humber,2021-02-05,0.7989591180105112,0.8994366707941356,0.99991422357776
362,yorkshire and the humber,2021-02-12,0.7989591180105112,0.8494795590052556,0.9
363,yorkshire and the humber,2021-02-19,0.698959118010511,0.8489591180105112,0.9989591180105112
364,yorkshire and the humber,2021-02-26,0.7000000000000001,0.8,0.9
365,yorkshire and the humber,2021-03-05,0.7000000000000001,0.8494795590052555,0.9989591180105112
366,yorkshire and the humber,2021-03-12,0.698959118010511,0.7989591180105112,0.8989591180105111
367,yorkshire and the humber,2021-03-19,0.6999142235777601,0.7999571117888801,0.9
368,yorkshire and the humber,2021-03-26,0.7989591180105112,0.8994795590052556,1.0
