,date,weighted_avg_sars_cov2,suspended_solids_weighted,ammonia_weighted,ophosph_weighted,sample_ph_weighted,control_weighted,reac_vol_control_weighted,raw_ansis_sars_repc_std_weighted,compo_frac_weighted,sars_below_lod_weighted,sars_below_loq_weighted,reception_delay_weighted,regional_popn,avg_r_lower,avg_r_avg,avg_r_upper,log_weighted_avg,log_suspended_solids,log_ammonia,log_ophosph,region,popn_mode,gc_per_day,log_gc_per_day,rna_7d_avg
14,2020-09-18,10987.222172491929,299.5386380821837,36.83599422145631,4.4860624848173325,7.434320079297973,4255141369.2814837,2.0,28.042873756157892,0.9345541700714031,0.41273483410969497,0.0,24.238223088307272,1194774.366606864,1.2,1.3321478471524741,1.4642956943049485,4.040887906468251,2.4764528508441104,1.5662723961690534,0.6518653184271495,North West,1194774.366606864,5250900564763.175,12.720233794218586,9639.628792737369
15,2020-09-19,7993.228267400025,297.3381692043838,38.747016947704495,4.43668139804857,7.434320079297973,4255141369.2814837,2.0,18.761523379237445,0.8286153388262494,0.20636741705484749,0.0,24.585681744218668,1194774.366606864,1.2,1.3346981547021206,1.4693963094042417,3.9027222155542236,2.473250663025408,1.5882382726998852,0.6470582427716731,North West,1194774.366606864,3820041696130.7783,12.58206810330456,10093.595105047909
16,2020-09-20,4999.234362308122,295.13770032658397,40.65803967395267,4.387300311279809,7.434320079297973,4255141369.2814837,2.0,9.480173002316999,0.7226765075810958,0.0,0.0,24.933140400130064,1194774.366606864,1.2,1.3372484622517673,1.4744969245035346,3.698903496798877,2.470024688991746,1.609146435312623,0.6421973629364743,North West,1194774.366606864,2389182827498.383,12.378249384549212,10082.750726733271
17,2020-09-21,8324.550768879022,235.9900146899713,34.01545421560246,3.785518286315406,7.448186240695104,4255141369.2814837,2.0,28.379746329384794,1.0,0.0,0.0,24.156764729580445,1194774.366606864,1.2,1.3397987698014138,1.4795975396028278,3.9203608062791315,2.372893627305744,1.5316762745619894,0.5781253484271976,North West,1194774.366606864,3978383948869.6465,12.599706694029466,9146.926006395222
18,2020-09-22,6648.797879336482,292.24429697243676,34.80293031736656,4.485035636871094,7.448186240695104,4255141369.2814837,2.0,19.967696795602595,1.0,0.030613046551464324,0.0,24.119699913681583,1194774.366606864,1.2,1.3423490773510605,1.484698154702121,3.8227431307821824,2.465746044837924,1.5416158119662742,0.6517658981794378,North West,1194774.366606864,3177525309992.522,12.502089018532518,8363.05352114652
19,2020-09-23,4973.044989793942,348.4985792549022,35.590406419130666,5.184552987426783,7.448186240695104,4255141369.2814837,2.0,11.555647261820395,1.0,0.06122609310292865,0.0,24.08263509778272,1194774.366606864,1.2,1.344899384900707,1.4897987698014141,3.696622388194797,2.542201011923228,1.551332947390696,0.7147113174342554,North West,1194774.366606864,2376666671115.3975,12.375968275945132,7731.133270987169
20,2020-09-24,14655.190112628394,227.474387331956,30.513654637935794,4.222515448846895,7.448186240695104,4255141369.2814837,2.0,16.909450762202717,0.9672770850357015,0.30031642512207457,0.0,24.375868139704245,1194774.366606864,1.2,1.3474496924503536,1.494899384900707,4.165991456642071,2.3569325039970814,1.4844942264570842,0.6255712471919355,North West,1194774.366606864,7003858193727.506,12.845337344392405,8368.752650405417
21,2020-09-25,24337.335235462844,106.4501954090098,25.436902856740918,3.2604779102670074,7.448186240695104,4255141369.2814837,2.0,22.26325426258504,0.9345541700714031,0.5394067571412205,0.0,24.66910118162577,1194774.366606864,1.2,1.35,1.5000000000000002,4.386273024350522,2.027146463002869,1.405464231421725,0.5132812622089765,North West,1194774.366606864,11631049716339.611,13.065618912100856,10275.911659401261
22,2020-09-26,9415.03945922853,220.00000000000003,25.0,2.0,7.500000000000001,976528000.0,2.0,12.751489639282232,1.0,0.0,0.0,46.71666666666668,333999.01047027996,1.2,1.3525503075496466,1.5051006150992934,3.9738221445214887,2.342422680822206,1.3979400086720377,0.3010299956639812,North West,1194774.366606864,4499539122591.359,12.653168032271823,10479.02754394819
23,2020-09-27,9158.486168636704,159.6304266537983,36.28710475526794,4.789645181634601,7.401103702046891,4352232899.249421,2.0,10.767487289460739,1.0,0.0,0.0,24.78740465354137,1095720.1757041079,1.2,1.3551006150992932,1.5102012301985863,3.9618236938708677,2.2031156744107987,1.5597523184631277,0.6803033419394575,North West,1194774.366606864,4376929804484.257,12.641169581621202,11073.206373423702
24,2020-09-28,15117.77865169332,222.74928981572867,35.96490006643169,3.756293330377029,7.434320079297973,4255141369.2814837,2.0,26.80471362561622,0.9387739068970714,0.4655966980441946,0.0,24.818741700155375,1194774.366606864,1.2,1.3576509226489397,1.5153018452978795,4.179487982290547,2.3478163280642352,1.5558788578897573,0.5747594991398542,North West,1194774.366606864,7224933765231.862,12.85883387004088,12043.66749954003
25,2020-09-29,11479.316095576221,281.59298529313367,33.737711187276574,5.362097383845295,7.434320079297973,4255141369.2814837,2.0,17.313527881935983,0.9693869534485358,0.2327983490220973,0.0,25.988081329428653,1194774.366606864,1.2,1.3602012301985862,1.5204024603971724,4.059916014824594,2.4496218319813363,1.528115616117572,0.7293346971669243,North West,1194774.366606864,5486077046868.823,12.73926190257493,12733.741530431422
26,2020-09-30,7840.853539459124,340.43668077053866,31.510522308121466,6.967901437313563,7.434320079297973,4255141369.2814837,2.0,7.82234213825575,1.0,0.0,0.0,27.157420958701927,1194774.366606864,1.2,1.3627515377482327,1.5255030754964656,3.8943633416768244,2.532036347528865,1.498455601957085,0.8431019988403666,North West,1194774.366606864,3747220328505.7847,12.573709229427159,13143.428466097877
27,2020-10-01,4299.20000457763,270.0,11.0,3.9000000953674334,7.699999809265137,502071745.8333333,2.0,1.477541208267212,1.0,0.0,0.0,93.01666666666668,80886.62529901498,1.2,1.3653018452978793,1.5306036905957585,3.6333876495515143,2.4313637641589874,1.0413926851582251,0.5910646176463837,North West,1194774.366606864,2054629584954.1858,12.312733537301849,11664.001307804909
28,2020-10-02,13829.633639102802,148.6660853531538,27.14324443165513,3.643854789573764,7.436503334634919,4250997928.7337627,2.0,39.59768188348108,0.7429201904630988,0.2685904627426547,0.0,24.60288261676438,1194774.366606864,1.2,1.3678521528475258,1.5357043056950517,4.140810675364301,2.17221190581931,1.4336617576402322,0.5615610616754423,North West,1194774.366606864,6609316708625.611,12.820156563114635,10162.901079753476
29,2020-10-03,20635.650995820528,126.68432721759376,17.694236713495357,2.574277698443228,7.4354117069664465,4253069649.007623,2.0,41.69888508564601,0.8714600952315494,0.37338556339047335,0.0,24.877351287941305,1194774.366606864,1.2051006150992931,1.3632632174256043,1.5214258197519155,4.314618174179414,2.1027228893590686,1.2478318329658007,0.41065539431518816,North West,1194774.366606864,9861978739220.709,12.993964061929749,11765.845584980905
30,2020-10-04,27441.66835253825,104.70256908203375,8.24522899533558,1.5047006073126923,7.434320079297973,4255141369.2814837,2.0,43.80008828781094,1.0,0.47818066403829196,0.0,25.15181995911823,1194774.366606864,1.210201230198586,1.3586742820036826,1.5071473338087793,4.438410511345049,2.0199573380729428,0.9162027218397948,0.17745009625759464,North West,1194774.366606864,13114640769815.805,13.117756399095384,14377.728754109694
31,2020-10-05,3219.0805635355096,116.54612526403669,10.992583406504268,1.1030585093022884,7.436503334634919,4250997928.7337627,2.0,1.7186567569134599,0.9387739068970714,0.0,0.0,24.800906749329283,1194774.366606864,1.2153018452978792,1.354085346581761,1.4928688478656431,3.507731845856501,2.0664978393802294,1.041099769524597,0.0425985492427257,North West,1194774.366606864,1538429976541.842,12.187077733606836,12677.914741515724
32,2020-10-06,4299.20000457763,73.0,8.199999809265137,1.0,7.699999809265137,502071745.8333333,2.0,1.477541208267212,1.0,0.0,0.0,22.1,80886.62529901498,1.2204024603971724,1.3494964111598395,1.4785903619225067,3.6333876495515143,1.863322860120456,0.9138138422818752,0.0,North West,1194774.366606864,2054629584954.1858,12.312733537301849,11652.183871373067
33,2020-10-07,3219.0805635355096,75.76073309594999,9.16247794347814,1.3472158705782373,7.436503334634919,4250997928.7337627,2.0,1.7186567569134599,1.0,0.0,0.0,24.763396014239873,1194774.366606864,1.2255030754964655,1.344907475737918,1.4643118759793705,3.507731845856501,1.8794441684501455,0.9620129421880914,0.12943719029568349,North West,1194774.366606864,1538429976541.842,12.187077733606836,10991.930589098265
34,2020-10-08,4299.20000457763,82.0,7.199999809265137,1.0,7.699999809265137,502071745.8333333,2.0,1.477541208267212,1.0,0.0,0.0,19.48333333333333,80886.62529901498,1.2306036905957585,1.3403185403159963,1.4500333900362343,3.6333876495515143,1.9138138523837167,0.8573324849263935,0.0,North West,1194774.366606864,2054629584954.1858,12.312733537301849,10991.930589098265
35,2020-10-09,3219.0805635355096,76.70500156824176,11.016025016971218,1.6375730973884375,7.436503334634919,4250997928.7337627,2.0,1.7186567569134599,1.0,0.0,0.0,24.512590488803514,1194774.366606864,1.2357043056950516,1.3357296048940748,1.4357549040930981,3.507731845856501,1.8848236831493568,1.0420249135161346,0.21420069497459984,North West,1194774.366606864,1538429976541.842,12.187077733606836,9476.137292588652
36,2020-10-10,3207.260324286996,84.22060348213216,12.456257114815443,1.5572850067001793,7.4354117069664465,4253069649.007623,2.0,1.715820370251202,0.9316647681894089,0.0,0.0,25.028462042815423,1194774.366606864,1.2448821765388947,1.3423571681882713,1.4398321598376482,3.506134211818976,1.925418349029401,1.0953875641067168,0.1923681022983618,North West,1194774.366606864,1532780968997.3281,12.185480099569311,6986.367196655289
37,2020-10-11,3195.4400850384823,91.73620539602258,13.896489212659668,1.4769969160119212,7.434320079297973,4255141369.2814837,2.0,1.7129839835889442,0.8633295363788178,0.0,0.0,25.544333596827332,1194774.366606864,1.254060047382738,1.348984731482468,1.4439094155821983,3.5045306788768715,1.962540771879988,1.1429050946315265,0.16937958850057294,North West,1194774.366606864,1527131961452.8145,12.183876566627205,3522.620301298181
38,2020-10-12,2044.3424236051355,104.73827792136392,11.993785497315102,1.2420285234537398,7.543608477086693,1949559356.5274541,2.0,1.1020527355665144,1.0,0.0,0.0,23.645613167335803,701649.3666068641,1.263237918226581,1.3556122947766645,1.4479866713267484,3.3105536410844647,2.020105429070935,1.0789562774377757,0.09413156962181841,North West,1194774.366606864,977011169716.1469,11.9898995288348,3354.800567022413
39,2020-10-13,4299.20000457763,100.0,12.0,2.299999952316284,7.699999809265137,502071745.8333333,2.0,1.477541208267212,1.0,0.0,0.0,20.016666666666666,80886.62529901498,1.2724157890704242,1.362239858070861,1.4520639270712983,3.6333876495515143,2.0,1.0791812460476249,0.3617278270137777,North West,1194774.366606864,2054629584954.1858,12.312733537301849,3354.8005670224134
40,2020-10-14,3219.0805635355096,95.1490487562927,19.069757104210982,2.5482877492096843,7.484336295481032,4250997928.7337627,2.0,1.7186567569134599,0.9912669703237504,0.0,0.0,20.52952685432797,1194774.366606864,1.2815936599142672,1.3688674213650576,1.4561411828158484,3.507731845856501,1.9784044508263174,1.2803451613746548,0.4062484663784107,North West,1194774.366606864,1538429976541.842,12.187077733606836,3354.800567022413
41,2020-10-15,4299.20000457763,230.0,11.0,2.799999952316284,7.699999809265137,502071745.8333333,2.0,1.477541208267212,1.0,0.0,0.0,20.95,80886.62529901498,1.2907715307581105,1.3754949846592541,1.4602184385603985,3.6333876495515143,2.361727836017593,1.0413926851582251,0.4471580239462282,North West,1194774.366606864,2054629584954.1858,12.312733537301849,3354.8005670224134
42,2020-10-16,3219.0805635355096,205.36820065780609,36.64199076381722,4.05449993036659,7.484336295481032,4250997928.7337627,2.0,1.7186567569134599,1.0,0.0,0.0,22.02607759222596,1194774.366606864,1.2999494016019535,1.3821225479534507,1.4642956943049485,3.507731845856501,2.3125331980344632,1.5639790609088549,0.6079372972956802,North West,1194774.366606864,1538429976541.842,12.187077733606836,3354.800567022413
43,2020-10-17,3207.260324286996,212.02548531679315,32.68617087352521,3.5983192039929603,7.483899644413643,4253069649.007623,2.0,1.715820370251202,0.9622778147408733,0.0,0.0,21.988000603347714,1194774.366606864,1.271385201373103,1.3561050411029578,1.440824880832813,3.506134211818976,2.3263880659628797,1.5143640467381665,0.5560996866314752,North West,1194774.366606864,1532780968997.3281,12.185480099569311,3354.8005670224134
44,2020-10-18,3195.4400850384823,218.68276997578025,28.730350983233194,3.142138477619331,7.483462993346254,4255141369.2814837,2.0,1.7129839835889442,0.9245556294817464,0.0,0.0,21.949923614469466,1194774.366606864,1.2428210011442524,1.3300875342524647,1.4173540673606775,3.5045306788768715,2.3398145663059355,1.4583409315662716,0.49722532097788913,North West,1194774.366606864,1527131961452.8145,12.183876566627205,3354.8005670224134
45,2020-10-19,3259.88415734768,239.39258315595245,27.007586460174853,3.0241567221062033,7.44541683134982,4517472451.751758,2.0,1.738659218529705,0.9438237530836818,0.0,0.0,24.077685389533524,1124283.0104702797,1.214256800915402,1.3040700274019719,1.393883253888542,3.513202167332184,2.3791106909979596,1.4314857750848122,0.48060429403229177,North West,1194774.366606864,1557930411722.7297,12.192548055082518,3528.449386128491
46,2020-10-20,3227.662121193081,226.6763375457218,27.643359986610335,3.401323208257025,7.4398684553238965,4386306910.516621,2.0,1.7258216010593246,0.9035766447312499,0.0,0.0,24.209641210367668,1159528.6885385718,1.1856926006865514,1.278052520551479,1.3704124404164064,3.5088880655228936,2.3554061870445735,1.4415908294025193,0.531647902409981,North West,1194774.366606864,1542531186587.772,12.188233953273228,3375.372545644984
47,2020-10-21,3195.4400850384823,213.96009193549114,28.279133513045814,3.7784896944078468,7.434320079297973,4255141369.2814837,2.0,1.7129839835889442,0.8633295363788178,0.0,0.0,24.34159703120181,1194774.366606864,1.157128400457701,1.2520350137009861,1.3469416269442709,3.5045306788768715,2.3303327758329435,1.4514660983261363,0.5773182420446218,North West,1194774.366606864,1527131961452.8145,12.183876566627205,3371.995334431123
48,2020-10-22,4299.20000457763,119.99999999999999,12.0,2.0999999046325684,7.699999809265137,502071745.8333333,2.0,1.477541208267212,1.0,0.0,0.0,19.916666666666668,80886.62529901498,1.1285642002288503,1.226017506850493,1.3234708134721354,3.6333876495515143,2.0791812460476247,1.0791812460476249,0.3222192750112763,North West,1194774.366606864,2054629584954.1858,12.312733537301849,3371.9953344311225
49,2020-10-23,3219.0805635355096,114.48534718052402,31.075131703743267,3.491790162617128,7.436503334634919,4250997928.7337627,2.0,1.7186567569134599,0.9245556294817464,0.0,0.0,24.627086684752648,1194774.366606864,1.0999999999999999,1.2000000000000002,1.2999999999999998,3.507731845856501,2.0587499054893392,1.4924129779601099,0.5430481371080838,North West,1194774.366606864,1538429976541.842,12.187077733606836,3371.995334431123
50,2020-10-24,3207.260324286996,139.95131415858827,26.309497168731035,3.1644101545582757,7.4354117069664465,4253069649.007623,2.0,1.715820370251202,0.9622778147408733,0.0,0.0,24.728218057378093,1194774.366606864,1.0908293574987349,1.1908293574987352,1.2908293574987348,3.506134211818976,2.1459769808953832,1.4201125478602277,0.5002927694896337,North West,1194774.366606864,1532780968997.3281,12.185480099569311,3371.9953344311225
51,2020-10-25,3195.4400850384823,165.41728113665255,21.543862633718806,2.8370301464994236,7.434320079297973,4255141369.2814837,2.0,1.7129839835889442,1.0,0.0,0.0,24.829349430003536,1194774.366606864,1.08165871499747,1.18165871499747,1.2816587149974699,3.5045306788768715,2.2185808783135452,1.33332357129799,0.4528639506667678,North West,1194774.366606864,1527131961452.8145,12.183876566627205,3371.995334431123
52,2020-10-26,3219.0805635355096,110.93790479242388,18.242608620020487,1.9896108280192055,7.449571494048926,4250997928.7337627,2.0,1.7186567569134599,1.0,0.0,0.0,24.5007221904653,1194774.366606864,1.072488072496205,1.172488072496205,1.2724880724962049,3.507731845856501,2.045079959400385,1.2610869408057566,0.2987681358204816,North West,1194774.366606864,1538429976541.842,12.187077733606836,3366.166249600813
53,2020-10-27,4299.20000457763,200.0,6.900000095367432,1.5,7.699999809265137,502071745.8333333,2.0,1.477541208267212,1.0,0.0,0.0,20.183333333333334,80886.62529901498,1.0633174299949397,1.16331742999494,1.2633174299949397,3.6333876495515143,2.3010299956639813,0.8388490967397987,0.17609125905568124,North West,1194774.366606864,2054629584954.1858,12.312733537301849,3519.24309008432
54,2020-10-28,3195.4400850384823,179.1794686499275,23.357714161184568,2.816722599756985,7.4744996119358875,4255141369.2814837,2.0,1.7129839835889442,0.8633295363788178,0.0,0.0,24.83781823771443,1194774.366606864,1.0541467874936747,1.154146787493675,1.2541467874936747,3.5045306788768715,2.2532882443725235,1.3684303394781296,0.4497440783216142,North West,1194774.366606864,1527131961452.8145,12.183876566627205,3519.24309008432
55,2020-10-29,4299.20000457763,97.0,4.699999809265137,0.9800000190734867,7.699999809265137,502071745.8333333,2.0,1.477541208267212,1.0,0.0,0.0,19.98333333333333,80886.62529901498,1.0449761449924098,1.1449761449924098,1.2449761449924097,3.6333876495515143,1.9867717342662448,0.672097840311228,-0.008773915854943993,North West,1194774.366606864,2054629584954.1858,12.312733537301849,3519.2430900843206
56,2020-10-30,3219.0805635355096,167.4075433154972,18.564269339129925,2.7184147128125136,7.462908855127186,4250997928.7337627,2.0,1.7186567569134599,1.0,0.0,0.0,24.53098011958357,1194774.366606864,1.0358055024911448,1.1358055024911449,1.2358055024911447,3.507731845856501,2.22377502323004,1.2686778607408158,0.434315712053221,North West,1194774.366606864,1538429976541.842,12.187077733606836,3519.24309008432
57,2020-10-31,3219.0805635355096,151.6821357619936,20.216902861211665,2.728310740052455,7.462908855127186,4250997928.7337627,2.0,1.7186567569134599,1.0,0.0,0.0,24.601878503736437,1194774.366606864,1.0357982741485667,1.1286590311769986,1.2215197882054305,3.507731845856501,2.180934435125309,1.3057146243850728,0.4358938326283561,North West,1194774.366606864,1538429976541.842,12.187077733606836,3520.9316956912508
58,2020-11-01,3219.0805635355096,135.95672820849,21.869536383293404,2.738206767292396,7.462908855127186,4250997928.7337627,2.0,1.7186567569134599,1.0,0.0,0.0,24.672776887889306,1194774.366606864,1.0357910458059887,1.1215125598628526,1.207234073919716,3.507731845856501,2.1334007047629213,1.3398395764390285,0.4374662394530603,North West,1194774.366606864,1538429976541.842,12.187077733606836,3524.3089069051116
59,2020-11-02,29327.035085864874,131.08917580916574,15.153386407400808,1.732475080934897,7.434320079297973,4255141369.2814837,2.0,18.894476076912724,1.0,0.0,0.0,25.292761858330948,1194774.366606864,1.0357838174634106,1.1143660885487063,1.1929483596340018,4.467268158755001,2.1175668329530595,1.1805096977692195,0.2386669966516373,North West,1194774.366606864,14015675907668.592,13.146614046505336,7254.016695809306
60,2020-11-03,4299.20000457763,81.0,1.7999999523162842,1.600000023841858,7.699999809265137,502071745.8333333,2.0,1.477541208267212,1.0,0.0,0.0,21.35,80886.62529901498,1.0357765891208324,1.10721961723456,1.1786626453482876,3.6333876495515143,1.9084850188786497,0.2552724935984311,0.2041199891274168,North West,1194774.366606864,2054629584954.1858,12.312733537301849,7254.016695809306
61,2020-11-04,29327.035085864874,193.4212085189739,15.238522031260743,2.0267884832789123,7.434320079297973,4255141369.2814837,2.0,18.894476076912724,0.6614504144781672,0.0,0.0,23.808828606501546,1194774.366606864,1.0357693607782543,1.1000731459204138,1.1643769310625733,4.467268158755001,2.2865040924862026,1.1829428472664285,0.3068084278553474,North West,1194774.366606864,14015675907668.592,13.146614046505336,10987.101695927364
62,2020-11-05,29327.035085864874,152.42630491900258,20.37739333049144,2.509830513662126,7.434320079297973,4255141369.2814837,2.0,18.894476076912724,0.8307252072390836,0.23698046360631178,0.0,24.366263522169284,1194774.366606864,1.0357621324356763,1.0929266746062678,1.1500912167768589,4.467268158755001,2.183059921697542,1.3091486284149052,0.39964439500034354,North West,1194774.366606864,14015675907668.592,13.146614046505336,14562.506707539827
63,2020-11-06,29327.035085864874,111.43140131903122,25.516264629722137,2.99287254404534,7.434320079297973,4255141369.2814837,2.0,18.894476076912724,1.0,0.47396092721262356,0.0,24.92369843783702,1194774.366606864,1.0357549040930982,1.0857802032921215,1.1358055024911446,4.467268158755001,2.0470075920755004,1.40681709757907,0.47608822215377916,North West,1194774.366606864,14015675907668.592,13.146614046505336,18292.21449644402
64,2020-11-07,29338.855325113385,113.24252147136617,25.17153238083067,2.9548181931723914,7.4354117069664465,4253069649.007623,2.0,18.897312463574984,0.7936325829451525,0.23698046360631178,0.0,24.69191000430753,1194774.366606864,1.021476418149962,1.0786409603205533,1.1358055024911446,4.467443165550735,2.0540095308529835,1.4009096551304598,0.47053076436074465,North West,1194774.366606864,14021324915213.104,13.14678905330107,22023.610890955144
65,2020-11-08,29350.675564361896,115.05364162370113,24.826800131939205,2.916763842299443,7.436503334634919,4250997928.7337627,2.0,18.90014885023724,0.5872651658903051,0.0,0.0,24.46012157077804,1194774.366606864,1.0071979322068259,1.0715017173489854,1.1358055024911446,4.467618101852731,2.0609003693066983,1.3949207479639725,0.4649012676071293,North West,1194774.366606864,14026973922757.617,13.146963989603066,25756.695891073203
66,2020-11-09,3219.0805635355096,179.0651649151263,27.11364422712323,2.8924201344442406,7.436503334634919,4250997928.7337627,2.0,1.7186567569134599,1.0,0.0,0.0,26.872711483065007,1194774.366606864,0.9929194462636896,1.0643624743774172,1.1358055024911446,3.507731845856501,2.2530111070293866,1.4331878931380624,0.46126137604244927,North West,1194774.366606864,1538429976541.842,12.187077733606836,22026.98810216901
67,2020-11-10,4299.20000457763,210.0,8.399999618530273,1.100000023841858,7.699999809265137,502071745.8333333,2.0,1.477541208267212,1.0,0.0,0.0,20.666666666666668,80886.62529901498,0.9786409603205534,1.0572232314058492,1.1358055024911446,3.6333876495515143,2.322219294733919,0.9242792663392386,0.04139269457130433,North West,1194774.366606864,2054629584954.1858,12.312733537301849,22026.98810216901
