,region,date,weighted_avg_sars_cov2,suspended_solids_weighted,ammonia_weighted,ophosph_weighted,sample_ph_weighted,control_weighted,reac_vol_control_weighted,raw_ansis_sars_repc_std_weighted,compo_frac_weighted,sars_below_lod_weighted,sars_below_loq_weighted,reception_delay_weighted,regional_popn,avg_r_lower,avg_r_avg,avg_r_upper
20,East Midlands,2020-10-09,14319.056537495351,205.16680664094935,26.542839925681452,2.5556733909546727,7.659743044925547,10136053.819813445,2.0,19.289221102524355,0.07112252596302646,0.0,0.0,21.874311420297243,1475271.0,1.2060011844826546,1.3534977695814907,1.5009943546803273
21,East Midlands,2020-10-11,10756.034436151569,232.65878608065907,30.27658172634045,2.9039237728891365,7.659743044925547,10136053.819813445,2.0,14.94285140546295,0.07112252596302646,0.0,0.0,22.23033098099716,1475271.0,,,
22,East Midlands,2020-10-12,16889.901668236893,331.01826715227236,43.71164009866662,2.9708994184844384,7.624220385006031,10136053.819813445,2.0,66.5632200173982,0.07112252596302646,0.36981002134523083,0.0,21.70372433268193,1475271.0,,,
23,East Midlands,2020-10-14,49845.94029552122,222.0461799899815,36.41926330823286,3.610818209794638,7.624220385006031,10136053.819813445,2.0,55.31883470591853,0.07112252596302646,0.5663589943813713,0.0,22.646597065895012,1475271.0,,,
24,East Midlands,2020-10-16,13986.275132350771,269.5619991174503,68.41621098767617,3.2569369477386907,7.624220385006031,10136053.819813445,2.0,34.169435362945336,0.07112252596302646,0.36981002134523083,0.0,22.017377270571533,1475271.0,1.2068726956511233,1.3513686885086322,1.495864681366141
25,East Midlands,2020-10-18,15464.004994302968,288.55813609838464,33.55280351881112,3.108915309674044,7.624220385006031,10136053.819813445,2.0,36.681834225463675,0.07112252596302646,0.36251847965560224,0.0,22.1718819344604,1475271.0,,,
26,East Midlands,2020-10-19,27895.148664430537,317.86638522684984,36.960484548262656,3.8150363641757425,7.624220385006031,10136053.819813445,2.0,16.15781904071935,0.07112252596302646,0.2676714989991669,0.0,38.54762810810127,1475271.0,,,
27,East Midlands,2020-10-21,27935.370731587747,281.1341983947356,34.35314596436858,3.2028682812870097,7.624220385006031,10136053.819813445,2.0,42.97798869471835,0.07112252596302646,0.5663589943813713,0.0,21.987629798186227,1475271.0,,,
28,East Midlands,2020-10-23,45398.08309629716,231.38114963284713,31.878525369237245,3.0838603542431304,7.624220385006031,10136053.819813445,2.0,51.78833018611411,0.07112252596302646,0.5663589943813713,0.0,22.393466657990295,1475271.0,1.10191449705711,1.201938812661267,1.301963128265424
29,East Midlands,2020-10-25,49172.53127126873,251.5832413163412,29.50340107004069,2.875482368321656,7.624220385006031,10136053.819813445,2.0,139.5883004610555,0.07112252596302646,1.0,0.0,23.410722256001325,1475271.0,,,
30,East Midlands,2020-10-26,61392.586868096805,226.37199538254328,49.9380574823202,3.1502430137815693,7.624220385006031,10136053.819813445,2.0,25.195947822471336,0.07112252596302646,0.6301899786547692,0.0,23.04538534502022,1475271.0,,,
31,East Midlands,2020-10-28,88800.23911915565,274.27057130520427,47.79501257735019,2.8692124621192283,7.624220385006031,10136053.819813445,2.0,66.72299098943101,0.07112252596302646,1.0,0.0,22.836727952581814,1475271.0,,,
32,East Midlands,2020-10-30,97544.72857748915,211.9470524398568,31.370837629154238,3.125162877323579,7.624220385006031,10136053.819813445,2.0,132.35165538815548,0.07112252596302646,1.0,0.0,21.81037873719472,1475271.0,1.1942189214458316,1.2942189214458313,1.3942189214458316
33,East Midlands,2020-11-01,114250.58300908358,176.49224101448442,27.922988586412153,2.279309921463337,7.694861154467539,8388626.4601928,2.0,37.88270698375493,0.11156798070727242,1.0,0.308321052083134,22.959208811026116,940458.0,,,
34,East Midlands,2020-11-02,91491.81244344579,276.39506680104677,26.11285886537715,2.826829679113331,7.579751270212092,12849056.503445731,2.0,67.05711978226879,0.11285886537714813,1.0,0.0,21.233987020199688,929701.0,,,
35,East Midlands,2020-11-04,141072.6287598297,533.5902820195257,36.3609289737351,3.808725032652899,7.6097595527305355,10015708.567570623,2.0,105.82416858621667,0.0,1.0,0.45120171297249323,21.202870477546764,1185308.0,,,
36,East Midlands,2020-11-06,191259.63593545117,305.3452687675688,35.79325628986132,3.6572729792263763,7.624220385006031,10136053.819813445,2.0,198.5361744915334,0.07112252596302646,1.0,0.5590674526917427,21.55712117751021,1475271.0,1.0992257512481594,1.1976795848755504,1.2961334185029416
37,East Midlands,2020-11-08,124018.74090146327,340.0,43.75849644698298,4.8555736691990905,7.532802459736868,13855756.444528854,2.0,106.10537264666233,0.16401245509880608,1.0,0.16401245509880608,21.529855425189684,639738.0,,,
38,East Midlands,2020-11-09,110993.14197937248,343.4189650579453,29.6795924274252,2.3881773653208334,7.624220385006031,10136053.819813445,2.0,57.839338662135134,0.07112252596302646,1.0,0.36251847965560224,21.753091420717503,1475271.0,,,
39,East Midlands,2020-11-11,60684.58132607643,301.6931126552342,37.386705674189116,3.5882776696614433,7.624220385006031,10136053.819813445,2.0,31.310032999345825,0.0,1.0,0.0,21.276781723493514,1475271.0,,,
40,East Midlands,2020-11-13,63194.87015061981,269.8954022684646,49.95880689039505,4.261534845239917,7.624220385006031,10136053.819813445,2.0,53.80550961725771,0.07112252596302646,0.6301899786547692,0.0,21.48514733903127,1475271.0,1.0942675526541459,1.1952004855785436,1.2961334185029416
41,East Midlands,2020-11-15,139538.92071146658,205.31732135993997,30.316919399893308,3.073990845997461,7.624220385006031,10136053.819813445,2.0,161.3672399852879,0.07112252596302646,1.0,0.4336410056186287,22.08819540048348,1475271.0,,,
42,East Midlands,2020-11-16,113662.44479600893,244.49823795085786,39.138210538945046,3.2407969844432416,7.624220385006031,10136053.819813445,2.0,28.88133203120349,0.07112252596302646,1.0,0.2676714989991669,22.04568183291974,1475271.0,,,
43,East Midlands,2020-11-18,90005.17353060811,318.7744692331104,44.592467417850685,4.48270708484527,7.624220385006031,10136053.819813445,2.0,87.50415197089693,0.07112252596302646,1.0,0.19654897303614047,22.12135797422982,1475271.0,,,
44,East Midlands,2020-11-20,56494.32902161395,261.45572608828,40.532754078999595,3.5693044174132185,7.579751270212092,12849056.503445731,2.0,79.20795633418204,0.11285886537714813,1.0,0.0,21.797651305814092,929701.0,0.9984028712880045,1.097268144895473,1.1961334185029415
45,East Midlands,2020-11-22,31950.702719342098,163.03379989168093,33.91794321178957,3.150392588831901,7.624220385006031,10136053.819813445,2.0,76.22942426378508,0.07112252596302646,1.0,0.0,22.42546505015011,1475271.0,,,
46,East Midlands,2020-11-23,21952.095536266,522.3730894188254,66.22934362567962,4.850922757827957,7.624220385006031,10136053.819813445,2.0,33.45022247734407,0.07112252596302646,0.6301899786547692,0.0,22.06792928214545,1475271.0,,,
47,East Midlands,2020-11-25,58696.4302491304,288.98638961926315,42.305593345222675,3.7599512610182737,7.624220385006031,10136053.819813445,2.0,36.682356014203265,0.07112252596302646,0.6301899786547692,0.0,21.663332849806352,1475271.0,,,
48,East Midlands,2020-11-27,21625.123851542758,286.93385147542386,39.04619015760494,3.9423040420262225,7.624220385006031,10136053.819813445,2.0,32.37198593995411,0.07112252596302646,0.4336410056186287,0.0,21.35636037943763,1475271.0,0.8942675526541457,0.9942675526541457,1.0942675526541459
49,East Midlands,2020-11-29,17649.78215342665,364.9886683998404,41.838697602777664,3.921876091165806,7.579751270212092,12849056.503445731,2.0,36.11273018911327,0.11285886537714813,0.42474731123232096,0.0,21.435545926414335,929701.0,,,
50,East Midlands,2020-11-30,21472.996784513667,286.92126395760505,40.46709790946883,4.0543024351440735,7.624220385006031,10136053.819813445,2.0,44.330232741600625,0.07112252596302646,0.07112252596302646,0.0,22.138956255042856,1475271.0,,,
51,East Midlands,2020-12-02,49278.095030361226,332.8628909535943,38.85567397447655,4.159042311327742,7.624220385006031,10136053.819813445,2.0,50.53629524588004,0.07112252596302646,0.8034510269638595,0.0,21.60883132658339,1475271.0,,,
52,East Midlands,2020-12-04,46210.058928113904,252.27314845882552,46.195787756961266,3.1064453290094334,7.624220385006031,10136053.819813445,2.0,75.22223548855881,0.07112252596302646,0.5590674526917427,0.0,21.640415094356673,1475271.0,0.7969562984630965,0.8494597133642601,0.9019631282654239
53,East Midlands,2020-12-06,20131.941685951617,238.9626990566479,19.570830037328736,2.4261793089657697,7.624220385006031,10136053.819813445,2.0,39.49269684523719,0.07112252596302646,0.4336410056186287,0.0,21.898526959905446,1475271.0,,,
54,East Midlands,2020-12-07,49214.15497086598,424.7326830121381,34.59290394781704,2.8446605666948663,7.624220385006031,10136053.819813445,2.0,59.0628114554942,0.07112252596302646,0.8034510269638595,0.0,21.472818327389792,1475271.0,,,
55,East Midlands,2020-12-09,42617.38681835647,474.7469109065385,45.72633434806215,3.429352068157963,7.624220385006031,10136053.819813445,2.0,30.811886034524527,0.07112252596302646,0.4336410056186287,0.0,21.782187882768657,1475271.0,,,
56,East Midlands,2020-12-11,35384.890301508596,197.549806103421,40.760562635610675,2.667754129180363,7.624220385006031,10136053.819813445,2.0,49.043223809093774,0.07112252596302646,0.6374815203443978,0.0,21.881034761296966,1475271.0,0.7969562984630965,0.8969562984630964,0.9969562984630963
57,East Midlands,2020-12-13,36579.99544365183,175.82541783848527,21.98045850558982,1.97805488912847,7.624220385006031,10136053.819813445,2.0,22.692063855921862,0.07112252596302646,1.0,0.0,22.004434021500682,1475271.0,,,
58,East Midlands,2020-12-14,33733.49503638645,203.95719159395122,28.745703670715415,2.9109480135922285,7.624220385006031,10136053.819813445,2.0,34.30700960644784,0.07112252596302646,0.6374815203443978,0.0,22.033015188395897,1475271.0,,,
59,East Midlands,2020-12-16,38627.554793171184,296.5614995482186,32.029371552752,2.585095603314778,7.624220385006031,10136053.819813445,2.0,31.57190289753765,0.07112252596302646,0.0,0.0,21.98834083139075,1475271.0,,,
60,East Midlands,2020-12-18,45513.55789436155,290.5448422696576,36.27147893505668,2.7678955121545252,7.624220385006031,10136053.819813445,2.0,33.345226839293986,0.07112252596302646,0.6301899786547692,0.0,39.57292160784923,1475271.0,0.9988221643118923,1.0988221643118923,1.1988221643118921
61,East Midlands,2020-12-20,36635.611448765565,198.33306761944075,29.45965181990292,2.57064003256895,7.624220385006031,10136053.819813445,2.0,27.06347224687114,0.07112252596302646,0.6301899786547692,0.0,28.019006948553862,1475271.0,,,
62,East Midlands,2020-12-21,56081.912008341984,279.2478764678106,20.580104786377557,2.263356193742474,7.579751270212092,12849056.503445731,2.0,75.51336881251035,0.11285886537714813,1.0,0.0,22.023451303160908,929701.0,,,
