date,areaCode,region,areaType,newCasesBySpecimenDate,cases_7d_avg
2020-09-10,E12000009,South West,region,87,91.57142857142857
2020-09-10,E12000008,South East,region,217,196.0
2020-09-10,E12000003,Yorkshire And The Humber,region,470,389.2857142857143
2020-09-10,E12000005,West Midlands,region,392,397.85714285714283
2020-09-10,E12000004,East Midlands,region,212,232.0
2020-09-10,E12000002,North West,region,923,772.0
2020-09-10,E12000001,North East,region,239,214.42857142857142
2020-09-10,E12000007,London,region,397,342.57142857142856
2020-09-11,E12000008,South East,region,166,186.0
2020-09-11,E12000001,North East,region,201,217.71428571428572
2020-09-11,E12000004,East Midlands,region,221,237.14285714285714
2020-09-11,E12000002,North West,region,885,805.2857142857143
2020-09-11,E12000009,South West,region,98,86.14285714285714
2020-09-11,E12000006,East Of England,region,131,133.0
2020-09-11,E12000007,London,region,335,339.14285714285717
2020-09-11,E12000005,West Midlands,region,363,387.57142857142856
2020-09-11,E12000003,Yorkshire And The Humber,region,391,401.14285714285717
2020-09-12,E12000003,Yorkshire And The Humber,region,317,401.42857142857144
2020-09-12,E12000001,North East,region,153,205.57142857142858
2020-09-12,E12000004,East Midlands,region,146,234.57142857142858
