,areaCode,areaName,areaType,date,newCasesBySpecimenDate
7581,E12000009,south west,region,2020-11-08,1320
7582,E12000009,south west,region,2020-11-07,1190
7583,E12000009,south west,region,2020-11-06,1512
7584,E12000009,south west,region,2020-11-05,1591
7585,E12000009,south west,region,2020-11-04,1645
7586,E12000009,south west,region,2020-11-03,1564
7587,E12000009,south west,region,2020-11-02,1829
7588,E12000009,south west,region,2020-11-01,731
7589,E12000009,south west,region,2020-10-31,867
7590,E12000009,south west,region,2020-10-30,1268
7591,E12000009,south west,region,2020-10-29,1450
7592,E12000009,south west,region,2020-10-28,1403
7593,E12000009,south west,region,2020-10-27,1450
7594,E12000009,south west,region,2020-10-26,1375
7595,E12000009,south west,region,2020-10-25,930
7596,E12000009,south west,region,2020-10-24,814
7597,E12000009,south west,region,2020-10-23,1169
7598,E12000009,south west,region,2020-10-22,1309
7599,E12000009,south west,region,2020-10-21,1395
7600,E12000009,south west,region,2020-10-20,1170
7601,E12000009,south west,region,2020-10-19,1164
7602,E12000009,south west,region,2020-10-18,601
7603,E12000009,south west,region,2020-10-17,666
7604,E12000009,south west,region,2020-10-16,817
7605,E12000009,south west,region,2020-10-15,695
7606,E12000009,south west,region,2020-10-14,879
7607,E12000009,south west,region,2020-10-13,978
7608,E12000009,south west,region,2020-10-12,764
7609,E12000009,south west,region,2020-10-11,488
7610,E12000009,south west,region,2020-10-10,577
7611,E12000009,south west,region,2020-10-09,786
7612,E12000009,south west,region,2020-10-08,866
7613,E12000009,south west,region,2020-10-07,817
7614,E12000009,south west,region,2020-10-06,664
7615,E12000009,south west,region,2020-10-05,659
7616,E12000009,south west,region,2020-10-04,446
7617,E12000009,south west,region,2020-10-03,409
7618,E12000009,south west,region,2020-10-02,429
7619,E12000009,south west,region,2020-10-01,400
7620,E12000009,south west,region,2020-09-30,403
7621,E12000009,south west,region,2020-09-29,275
7622,E12000009,south west,region,2020-09-28,322
7623,E12000009,south west,region,2020-09-27,119
7624,E12000009,south west,region,2020-09-26,131
7625,E12000009,south west,region,2020-09-25,223
7626,E12000009,south west,region,2020-09-24,211
7627,E12000009,south west,region,2020-09-23,169
7628,E12000009,south west,region,2020-09-22,161
7629,E12000009,south west,region,2020-09-21,152
7630,E12000009,south west,region,2020-09-20,148
7631,E12000009,south west,region,2020-09-19,126
7632,E12000009,south west,region,2020-09-18,125
7633,E12000009,south west,region,2020-09-17,111
7634,E12000009,south west,region,2020-09-16,74
7635,E12000009,south west,region,2020-09-15,87
7636,E12000009,south west,region,2020-09-14,79
7637,E12000009,south west,region,2020-09-13,55
7638,E12000009,south west,region,2020-09-12,66
7639,E12000009,south west,region,2020-09-11,98
7640,E12000009,south west,region,2020-09-10,87
7641,E12000009,south west,region,2020-09-09,78
7642,E12000009,south west,region,2020-09-08,79
7643,E12000009,south west,region,2020-09-07,98
7644,E12000009,south west,region,2020-09-06,78
7645,E12000009,south west,region,2020-09-05,85
7646,E12000009,south west,region,2020-09-04,136
7647,E12000009,south west,region,2020-09-03,150
7648,E12000009,south west,region,2020-09-02,133
7649,E12000009,south west,region,2020-09-01,102
7650,E12000009,south west,region,2020-08-31,55
7651,E12000009,south west,region,2020-08-30,34
7652,E12000009,south west,region,2020-08-29,50
7653,E12000009,south west,region,2020-08-28,72
7654,E12000009,south west,region,2020-08-27,59
7655,E12000009,south west,region,2020-08-26,63
7656,E12000009,south west,region,2020-08-25,53
7657,E12000009,south west,region,2020-08-24,51
7658,E12000009,south west,region,2020-08-23,42
7659,E12000009,south west,region,2020-08-22,39
7660,E12000009,south west,region,2020-08-21,63
7661,E12000009,south west,region,2020-08-20,87
7662,E12000009,south west,region,2020-08-19,70
7663,E12000009,south west,region,2020-08-18,62
7664,E12000009,south west,region,2020-08-17,48
7665,E12000009,south west,region,2020-08-16,37
7666,E12000009,south west,region,2020-08-15,27
7667,E12000009,south west,region,2020-08-14,56
7668,E12000009,south west,region,2020-08-13,55
7669,E12000009,south west,region,2020-08-12,42
7670,E12000009,south west,region,2020-08-11,41
7671,E12000009,south west,region,2020-08-10,41
7672,E12000009,south west,region,2020-08-09,15
7673,E12000009,south west,region,2020-08-08,25
7674,E12000009,south west,region,2020-08-07,41
7675,E12000009,south west,region,2020-08-06,47
7676,E12000009,south west,region,2020-08-05,42
7677,E12000009,south west,region,2020-08-04,55
7678,E12000009,south west,region,2020-08-03,44
7679,E12000009,south west,region,2020-08-02,11
7680,E12000009,south west,region,2020-08-01,9
7681,E12000009,south west,region,2020-07-31,29
7682,E12000009,south west,region,2020-07-30,64
7683,E12000009,south west,region,2020-07-29,53
7684,E12000009,south west,region,2020-07-28,35
7685,E12000009,south west,region,2020-07-27,39
7686,E12000009,south west,region,2020-07-26,20
7687,E12000009,south west,region,2020-07-25,17
7688,E12000009,south west,region,2020-07-24,35
7689,E12000009,south west,region,2020-07-23,40
7690,E12000009,south west,region,2020-07-22,30
7691,E12000009,south west,region,2020-07-21,37
7692,E12000009,south west,region,2020-07-20,23
7693,E12000009,south west,region,2020-07-19,9
7694,E12000009,south west,region,2020-07-18,12
7695,E12000009,south west,region,2020-07-17,20
7696,E12000009,south west,region,2020-07-16,27
7697,E12000009,south west,region,2020-07-15,18
7698,E12000009,south west,region,2020-07-14,20
7699,E12000009,south west,region,2020-07-13,17
7700,E12000009,south west,region,2020-07-12,6
7701,E12000009,south west,region,2020-07-11,6
7702,E12000009,south west,region,2020-07-10,13
7703,E12000009,south west,region,2020-07-09,17
7704,E12000009,south west,region,2020-07-08,15
7705,E12000009,south west,region,2020-07-07,16
7706,E12000009,south west,region,2020-07-06,24
7707,E12000009,south west,region,2020-07-05,17
7708,E12000009,south west,region,2020-07-04,9
7709,E12000009,south west,region,2020-07-03,8
7710,E12000009,south west,region,2020-07-02,11
7711,E12000009,south west,region,2020-07-01,24
