,areaCode,areaName,areaType,date,newCasesBySpecimenDate
487,E12000001,north east,region,2021-02-28,261
488,E12000001,north east,region,2021-02-27,290
489,E12000001,north east,region,2021-02-26,380
490,E12000001,north east,region,2021-02-25,469
491,E12000001,north east,region,2021-02-24,444
492,E12000001,north east,region,2021-02-23,402
493,E12000001,north east,region,2021-02-22,566
494,E12000001,north east,region,2021-02-21,417
495,E12000001,north east,region,2021-02-20,356
496,E12000001,north east,region,2021-02-19,471
497,E12000001,north east,region,2021-02-18,597
498,E12000001,north east,region,2021-02-17,608
499,E12000001,north east,region,2021-02-16,733
500,E12000001,north east,region,2021-02-15,746
501,E12000001,north east,region,2021-02-14,490
502,E12000001,north east,region,2021-02-13,510
503,E12000001,north east,region,2021-02-12,583
504,E12000001,north east,region,2021-02-11,681
505,E12000001,north east,region,2021-02-10,715
506,E12000001,north east,region,2021-02-09,704
507,E12000001,north east,region,2021-02-08,783
508,E12000001,north east,region,2021-02-07,603
509,E12000001,north east,region,2021-02-06,594
510,E12000001,north east,region,2021-02-05,706
511,E12000001,north east,region,2021-02-04,851
512,E12000001,north east,region,2021-02-03,891
513,E12000001,north east,region,2021-02-02,884
514,E12000001,north east,region,2021-02-01,1034
515,E12000001,north east,region,2021-01-31,762
516,E12000001,north east,region,2021-01-30,781
517,E12000001,north east,region,2021-01-29,903
518,E12000001,north east,region,2021-01-28,972
519,E12000001,north east,region,2021-01-27,1004
520,E12000001,north east,region,2021-01-26,1098
521,E12000001,north east,region,2021-01-25,1207
522,E12000001,north east,region,2021-01-24,741
523,E12000001,north east,region,2021-01-23,755
524,E12000001,north east,region,2021-01-22,996
525,E12000001,north east,region,2021-01-21,1139
526,E12000001,north east,region,2021-01-20,1346
527,E12000001,north east,region,2021-01-19,1291
528,E12000001,north east,region,2021-01-18,1604
529,E12000001,north east,region,2021-01-17,976
530,E12000001,north east,region,2021-01-16,1042
531,E12000001,north east,region,2021-01-15,1244
532,E12000001,north east,region,2021-01-14,1274
533,E12000001,north east,region,2021-01-13,1437
534,E12000001,north east,region,2021-01-12,1466
535,E12000001,north east,region,2021-01-11,1733
536,E12000001,north east,region,2021-01-10,1091
537,E12000001,north east,region,2021-01-09,1031
538,E12000001,north east,region,2021-01-08,1183
539,E12000001,north east,region,2021-01-07,1525
540,E12000001,north east,region,2021-01-06,1540
541,E12000001,north east,region,2021-01-05,1775
542,E12000001,north east,region,2021-01-04,2337
543,E12000001,north east,region,2021-01-03,1721
544,E12000001,north east,region,2021-01-02,1812
545,E12000001,north east,region,2021-01-01,971
546,E12000001,north east,region,2020-12-31,1602
547,E12000001,north east,region,2020-12-30,2323
548,E12000001,north east,region,2020-12-29,2487
549,E12000001,north east,region,2020-12-28,1454
550,E12000001,north east,region,2020-12-27,1312
551,E12000001,north east,region,2020-12-26,992
552,E12000001,north east,region,2020-12-25,317
553,E12000001,north east,region,2020-12-24,799
554,E12000001,north east,region,2020-12-23,1095
555,E12000001,north east,region,2020-12-22,1175
556,E12000001,north east,region,2020-12-21,1030
557,E12000001,north east,region,2020-12-20,771
558,E12000001,north east,region,2020-12-19,620
559,E12000001,north east,region,2020-12-18,791
560,E12000001,north east,region,2020-12-17,666
561,E12000001,north east,region,2020-12-16,829
562,E12000001,north east,region,2020-12-15,903
563,E12000001,north east,region,2020-12-14,916
564,E12000001,north east,region,2020-12-13,581
565,E12000001,north east,region,2020-12-12,513
566,E12000001,north east,region,2020-12-11,664
567,E12000001,north east,region,2020-12-10,653
568,E12000001,north east,region,2020-12-09,650
569,E12000001,north east,region,2020-12-08,727
570,E12000001,north east,region,2020-12-07,765
571,E12000001,north east,region,2020-12-06,519
572,E12000001,north east,region,2020-12-05,426
573,E12000001,north east,region,2020-12-04,563
574,E12000001,north east,region,2020-12-03,605
575,E12000001,north east,region,2020-12-02,651
576,E12000001,north east,region,2020-12-01,654
577,E12000001,north east,region,2020-11-30,773
578,E12000001,north east,region,2020-11-29,464
579,E12000001,north east,region,2020-11-28,507
580,E12000001,north east,region,2020-11-27,654
581,E12000001,north east,region,2020-11-26,724
582,E12000001,north east,region,2020-11-25,819
583,E12000001,north east,region,2020-11-24,861
584,E12000001,north east,region,2020-11-23,983
585,E12000001,north east,region,2020-11-22,636
586,E12000001,north east,region,2020-11-21,687
587,E12000001,north east,region,2020-11-20,958
588,E12000001,north east,region,2020-11-19,1037
589,E12000001,north east,region,2020-11-18,1367
590,E12000001,north east,region,2020-11-17,1494
591,E12000001,north east,region,2020-11-16,1587
592,E12000001,north east,region,2020-11-15,1060
593,E12000001,north east,region,2020-11-14,1071
594,E12000001,north east,region,2020-11-13,1546
595,E12000001,north east,region,2020-11-12,1556
596,E12000001,north east,region,2020-11-11,1884
597,E12000001,north east,region,2020-11-10,1798
598,E12000001,north east,region,2020-11-09,2083
599,E12000001,north east,region,2020-11-08,1318
600,E12000001,north east,region,2020-11-07,1358
601,E12000001,north east,region,2020-11-06,1483
602,E12000001,north east,region,2020-11-05,1500
603,E12000001,north east,region,2020-11-04,1429
604,E12000001,north east,region,2020-11-03,1527
605,E12000001,north east,region,2020-11-02,1689
606,E12000001,north east,region,2020-11-01,1008
607,E12000001,north east,region,2020-10-31,887
608,E12000001,north east,region,2020-10-30,1222
609,E12000001,north east,region,2020-10-29,1138
610,E12000001,north east,region,2020-10-28,1186
611,E12000001,north east,region,2020-10-27,1195
612,E12000001,north east,region,2020-10-26,1329
613,E12000001,north east,region,2020-10-25,860
614,E12000001,north east,region,2020-10-24,869
615,E12000001,north east,region,2020-10-23,1050
616,E12000001,north east,region,2020-10-22,1238
617,E12000001,north east,region,2020-10-21,1514
618,E12000001,north east,region,2020-10-20,1456
619,E12000001,north east,region,2020-10-19,1420
620,E12000001,north east,region,2020-10-18,836
621,E12000001,north east,region,2020-10-17,813
622,E12000001,north east,region,2020-10-16,1088
623,E12000001,north east,region,2020-10-15,1177
624,E12000001,north east,region,2020-10-14,1411
625,E12000001,north east,region,2020-10-13,1315
626,E12000001,north east,region,2020-10-12,1400
627,E12000001,north east,region,2020-10-11,944
628,E12000001,north east,region,2020-10-10,850
629,E12000001,north east,region,2020-10-09,1187
630,E12000001,north east,region,2020-10-08,1391
631,E12000001,north east,region,2020-10-07,1490
632,E12000001,north east,region,2020-10-06,1457
633,E12000001,north east,region,2020-10-05,1387
634,E12000001,north east,region,2020-10-04,1215
635,E12000001,north east,region,2020-10-03,1179
636,E12000001,north east,region,2020-10-02,1227
637,E12000001,north east,region,2020-10-01,1201
638,E12000001,north east,region,2020-09-30,967
639,E12000001,north east,region,2020-09-29,1058
640,E12000001,north east,region,2020-09-28,986
641,E12000001,north east,region,2020-09-27,666
642,E12000001,north east,region,2020-09-26,782
643,E12000001,north east,region,2020-09-25,613
644,E12000001,north east,region,2020-09-24,729
645,E12000001,north east,region,2020-09-23,647
646,E12000001,north east,region,2020-09-22,551
647,E12000001,north east,region,2020-09-21,613
648,E12000001,north east,region,2020-09-20,591
649,E12000001,north east,region,2020-09-19,437
650,E12000001,north east,region,2020-09-18,469
651,E12000001,north east,region,2020-09-17,372
652,E12000001,north east,region,2020-09-16,329
653,E12000001,north east,region,2020-09-15,268
654,E12000001,north east,region,2020-09-14,200
655,E12000001,north east,region,2020-09-13,143
656,E12000001,north east,region,2020-09-12,153
657,E12000001,north east,region,2020-09-11,201
658,E12000001,north east,region,2020-09-10,239
659,E12000001,north east,region,2020-09-09,241
660,E12000001,north east,region,2020-09-08,231
661,E12000001,north east,region,2020-09-07,203
662,E12000001,north east,region,2020-09-06,171
663,E12000001,north east,region,2020-09-05,238
664,E12000001,north east,region,2020-09-04,178
665,E12000001,north east,region,2020-09-03,207
666,E12000001,north east,region,2020-09-02,129
667,E12000001,north east,region,2020-09-01,118
668,E12000001,north east,region,2020-08-31,93
669,E12000001,north east,region,2020-08-30,62
670,E12000001,north east,region,2020-08-29,78
671,E12000001,north east,region,2020-08-28,68
672,E12000001,north east,region,2020-08-27,67
673,E12000001,north east,region,2020-08-26,73
674,E12000001,north east,region,2020-08-25,51
675,E12000001,north east,region,2020-08-24,40
676,E12000001,north east,region,2020-08-23,24
677,E12000001,north east,region,2020-08-22,33
678,E12000001,north east,region,2020-08-21,45
679,E12000001,north east,region,2020-08-20,46
680,E12000001,north east,region,2020-08-19,48
681,E12000001,north east,region,2020-08-18,36
682,E12000001,north east,region,2020-08-17,32
683,E12000001,north east,region,2020-08-16,12
684,E12000001,north east,region,2020-08-15,18
685,E12000001,north east,region,2020-08-14,32
686,E12000001,north east,region,2020-08-13,55
687,E12000001,north east,region,2020-08-12,40
688,E12000001,north east,region,2020-08-11,50
689,E12000001,north east,region,2020-08-10,24
690,E12000001,north east,region,2020-08-09,15
691,E12000001,north east,region,2020-08-08,13
692,E12000001,north east,region,2020-08-07,16
693,E12000001,north east,region,2020-08-06,25
694,E12000001,north east,region,2020-08-05,31
695,E12000001,north east,region,2020-08-04,22
696,E12000001,north east,region,2020-08-03,21
697,E12000001,north east,region,2020-08-02,16
698,E12000001,north east,region,2020-08-01,9
699,E12000001,north east,region,2020-07-31,12
700,E12000001,north east,region,2020-07-30,16
701,E12000001,north east,region,2020-07-29,23
702,E12000001,north east,region,2020-07-28,6
703,E12000001,north east,region,2020-07-27,9
704,E12000001,north east,region,2020-07-26,6
705,E12000001,north east,region,2020-07-25,5
706,E12000001,north east,region,2020-07-24,6
707,E12000001,north east,region,2020-07-23,10
708,E12000001,north east,region,2020-07-22,17
709,E12000001,north east,region,2020-07-21,14
710,E12000001,north east,region,2020-07-20,11
711,E12000001,north east,region,2020-07-19,7
712,E12000001,north east,region,2020-07-18,4
713,E12000001,north east,region,2020-07-17,10
714,E12000001,north east,region,2020-07-16,16
715,E12000001,north east,region,2020-07-15,17
716,E12000001,north east,region,2020-07-14,12
717,E12000001,north east,region,2020-07-13,9
718,E12000001,north east,region,2020-07-12,1
719,E12000001,north east,region,2020-07-11,7
720,E12000001,north east,region,2020-07-10,10
721,E12000001,north east,region,2020-07-09,16
722,E12000001,north east,region,2020-07-08,12
723,E12000001,north east,region,2020-07-07,12
724,E12000001,north east,region,2020-07-06,11
725,E12000001,north east,region,2020-07-05,4
726,E12000001,north east,region,2020-07-04,9
727,E12000001,north east,region,2020-07-03,8
728,E12000001,north east,region,2020-07-02,9
729,E12000001,north east,region,2020-07-01,7
1338,E12000002,north west,region,2021-02-28,658
1339,E12000002,north west,region,2021-02-27,675
1340,E12000002,north west,region,2021-02-26,969
1341,E12000002,north west,region,2021-02-25,1303
1342,E12000002,north west,region,2021-02-24,1323
1343,E12000002,north west,region,2021-02-23,1388
1344,E12000002,north west,region,2021-02-22,1851
1345,E12000002,north west,region,2021-02-21,1249
1346,E12000002,north west,region,2021-02-20,1239
1347,E12000002,north west,region,2021-02-19,1521
1348,E12000002,north west,region,2021-02-18,1671
1349,E12000002,north west,region,2021-02-17,1740
1350,E12000002,north west,region,2021-02-16,1954
1351,E12000002,north west,region,2021-02-15,2357
1352,E12000002,north west,region,2021-02-14,1375
1353,E12000002,north west,region,2021-02-13,1327
1354,E12000002,north west,region,2021-02-12,1843
1355,E12000002,north west,region,2021-02-11,1994
1356,E12000002,north west,region,2021-02-10,1947
1357,E12000002,north west,region,2021-02-09,2157
1358,E12000002,north west,region,2021-02-08,2459
1359,E12000002,north west,region,2021-02-07,1767
1360,E12000002,north west,region,2021-02-06,1831
1361,E12000002,north west,region,2021-02-05,2193
1362,E12000002,north west,region,2021-02-04,2696
1363,E12000002,north west,region,2021-02-03,2733
1364,E12000002,north west,region,2021-02-02,2892
1365,E12000002,north west,region,2021-02-01,3121
1366,E12000002,north west,region,2021-01-31,2255
1367,E12000002,north west,region,2021-01-30,2307
1368,E12000002,north west,region,2021-01-29,3010
1369,E12000002,north west,region,2021-01-28,3194
1370,E12000002,north west,region,2021-01-27,3423
1371,E12000002,north west,region,2021-01-26,3597
1372,E12000002,north west,region,2021-01-25,4055
1373,E12000002,north west,region,2021-01-24,2770
1374,E12000002,north west,region,2021-01-23,2738
1375,E12000002,north west,region,2021-01-22,3791
1376,E12000002,north west,region,2021-01-21,3984
1377,E12000002,north west,region,2021-01-20,4515
1378,E12000002,north west,region,2021-01-19,5282
1379,E12000002,north west,region,2021-01-18,5659
1380,E12000002,north west,region,2021-01-17,3897
1381,E12000002,north west,region,2021-01-16,4043
1382,E12000002,north west,region,2021-01-15,4794
1383,E12000002,north west,region,2021-01-14,5324
1384,E12000002,north west,region,2021-01-13,5549
1385,E12000002,north west,region,2021-01-12,6580
1386,E12000002,north west,region,2021-01-11,7690
1387,E12000002,north west,region,2021-01-10,5343
1388,E12000002,north west,region,2021-01-09,5104
1389,E12000002,north west,region,2021-01-08,5798
1390,E12000002,north west,region,2021-01-07,6344
1391,E12000002,north west,region,2021-01-06,6824
1392,E12000002,north west,region,2021-01-05,7991
1393,E12000002,north west,region,2021-01-04,8450
1394,E12000002,north west,region,2021-01-03,6713
1395,E12000002,north west,region,2021-01-02,7078
1396,E12000002,north west,region,2021-01-01,2922
1397,E12000002,north west,region,2020-12-31,5368
1398,E12000002,north west,region,2020-12-30,6580
1399,E12000002,north west,region,2020-12-29,6789
1400,E12000002,north west,region,2020-12-28,3685
1401,E12000002,north west,region,2020-12-27,3577
1402,E12000002,north west,region,2020-12-26,2722
1403,E12000002,north west,region,2020-12-25,934
1404,E12000002,north west,region,2020-12-24,2345
1405,E12000002,north west,region,2020-12-23,2923
1406,E12000002,north west,region,2020-12-22,2879
1407,E12000002,north west,region,2020-12-21,3136
1408,E12000002,north west,region,2020-12-20,1988
1409,E12000002,north west,region,2020-12-19,1715
1410,E12000002,north west,region,2020-12-18,2148
1411,E12000002,north west,region,2020-12-17,1994
1412,E12000002,north west,region,2020-12-16,2063
1413,E12000002,north west,region,2020-12-15,2167
1414,E12000002,north west,region,2020-12-14,2296
1415,E12000002,north west,region,2020-12-13,1359
1416,E12000002,north west,region,2020-12-12,1272
1417,E12000002,north west,region,2020-12-11,1663
1418,E12000002,north west,region,2020-12-10,1663
1419,E12000002,north west,region,2020-12-09,1619
1420,E12000002,north west,region,2020-12-08,1590
1421,E12000002,north west,region,2020-12-07,1871
1422,E12000002,north west,region,2020-12-06,1160
1423,E12000002,north west,region,2020-12-05,1023
1424,E12000002,north west,region,2020-12-04,1480
1425,E12000002,north west,region,2020-12-03,1385
1426,E12000002,north west,region,2020-12-02,1481
1427,E12000002,north west,region,2020-12-01,1746
1428,E12000002,north west,region,2020-11-30,1900
1429,E12000002,north west,region,2020-11-29,1075
1430,E12000002,north west,region,2020-11-28,1179
1431,E12000002,north west,region,2020-11-27,1469
1432,E12000002,north west,region,2020-11-26,1608
1433,E12000002,north west,region,2020-11-25,1864
1434,E12000002,north west,region,2020-11-24,1899
1435,E12000002,north west,region,2020-11-23,2223
1436,E12000002,north west,region,2020-11-22,1400
1437,E12000002,north west,region,2020-11-21,1405
1438,E12000002,north west,region,2020-11-20,2019
1439,E12000002,north west,region,2020-11-19,2234
1440,E12000002,north west,region,2020-11-18,2629
1441,E12000002,north west,region,2020-11-17,3103
1442,E12000002,north west,region,2020-11-16,3443
1443,E12000002,north west,region,2020-11-15,2152
1444,E12000002,north west,region,2020-11-14,2416
1445,E12000002,north west,region,2020-11-13,3280
1446,E12000002,north west,region,2020-11-12,3485
1447,E12000002,north west,region,2020-11-11,3983
1448,E12000002,north west,region,2020-11-10,3975
1449,E12000002,north west,region,2020-11-09,4810
1450,E12000002,north west,region,2020-11-08,3231
1451,E12000002,north west,region,2020-11-07,2866
1452,E12000002,north west,region,2020-11-06,3926
1453,E12000002,north west,region,2020-11-05,3984
1454,E12000002,north west,region,2020-11-04,4175
1455,E12000002,north west,region,2020-11-03,4515
1456,E12000002,north west,region,2020-11-02,6012
1457,E12000002,north west,region,2020-11-01,3123
1458,E12000002,north west,region,2020-10-31,3197
1459,E12000002,north west,region,2020-10-30,4441
1460,E12000002,north west,region,2020-10-29,4614
1461,E12000002,north west,region,2020-10-28,4708
1462,E12000002,north west,region,2020-10-27,4996
1463,E12000002,north west,region,2020-10-26,5628
1464,E12000002,north west,region,2020-10-25,3329
1465,E12000002,north west,region,2020-10-24,3441
1466,E12000002,north west,region,2020-10-23,4538
1467,E12000002,north west,region,2020-10-22,4860
1468,E12000002,north west,region,2020-10-21,5616
1469,E12000002,north west,region,2020-10-20,5694
1470,E12000002,north west,region,2020-10-19,6226
1471,E12000002,north west,region,2020-10-18,3250
1472,E12000002,north west,region,2020-10-17,3642
1473,E12000002,north west,region,2020-10-16,3951
1474,E12000002,north west,region,2020-10-15,4217
1475,E12000002,north west,region,2020-10-14,4519
1476,E12000002,north west,region,2020-10-13,4339
1477,E12000002,north west,region,2020-10-12,4819
1478,E12000002,north west,region,2020-10-11,2981
1479,E12000002,north west,region,2020-10-10,2980
1480,E12000002,north west,region,2020-10-09,3794
1481,E12000002,north west,region,2020-10-08,4341
1482,E12000002,north west,region,2020-10-07,4430
1483,E12000002,north west,region,2020-10-06,4596
1484,E12000002,north west,region,2020-10-05,4407
1485,E12000002,north west,region,2020-10-04,2945
1486,E12000002,north west,region,2020-10-03,2976
1487,E12000002,north west,region,2020-10-02,3464
1488,E12000002,north west,region,2020-10-01,3666
1489,E12000002,north west,region,2020-09-30,3702
1490,E12000002,north west,region,2020-09-29,3231
1491,E12000002,north west,region,2020-09-28,3025
1492,E12000002,north west,region,2020-09-27,2275
1493,E12000002,north west,region,2020-09-26,2053
1494,E12000002,north west,region,2020-09-25,2262
1495,E12000002,north west,region,2020-09-24,2250
1496,E12000002,north west,region,2020-09-23,2184
1497,E12000002,north west,region,2020-09-22,1991
1498,E12000002,north west,region,2020-09-21,1498
1499,E12000002,north west,region,2020-09-20,1577
1500,E12000002,north west,region,2020-09-19,1524
1501,E12000002,north west,region,2020-09-18,1420
1502,E12000002,north west,region,2020-09-17,1419
1503,E12000002,north west,region,2020-09-16,1464
1504,E12000002,north west,region,2020-09-15,1081
1505,E12000002,north west,region,2020-09-14,1066
1506,E12000002,north west,region,2020-09-13,620
1507,E12000002,north west,region,2020-09-12,767
1508,E12000002,north west,region,2020-09-11,885
1509,E12000002,north west,region,2020-09-10,923
1510,E12000002,north west,region,2020-09-09,853
1511,E12000002,north west,region,2020-09-08,873
1512,E12000002,north west,region,2020-09-07,983
1513,E12000002,north west,region,2020-09-06,578
1514,E12000002,north west,region,2020-09-05,542
1515,E12000002,north west,region,2020-09-04,652
1516,E12000002,north west,region,2020-09-03,645
1517,E12000002,north west,region,2020-09-02,689
1518,E12000002,north west,region,2020-09-01,454
1519,E12000002,north west,region,2020-08-31,270
1520,E12000002,north west,region,2020-08-30,257
1521,E12000002,north west,region,2020-08-29,245
1522,E12000002,north west,region,2020-08-28,362
1523,E12000002,north west,region,2020-08-27,295
1524,E12000002,north west,region,2020-08-26,291
1525,E12000002,north west,region,2020-08-25,214
1526,E12000002,north west,region,2020-08-24,259
1527,E12000002,north west,region,2020-08-23,122
1528,E12000002,north west,region,2020-08-22,178
1529,E12000002,north west,region,2020-08-21,214
1530,E12000002,north west,region,2020-08-20,230
1531,E12000002,north west,region,2020-08-19,265
1532,E12000002,north west,region,2020-08-18,198
1533,E12000002,north west,region,2020-08-17,286
1534,E12000002,north west,region,2020-08-16,118
1535,E12000002,north west,region,2020-08-15,160
1536,E12000002,north west,region,2020-08-14,236
1537,E12000002,north west,region,2020-08-13,237
1538,E12000002,north west,region,2020-08-12,282
1539,E12000002,north west,region,2020-08-11,323
1540,E12000002,north west,region,2020-08-10,365
1541,E12000002,north west,region,2020-08-09,161
1542,E12000002,north west,region,2020-08-08,219
1543,E12000002,north west,region,2020-08-07,244
1544,E12000002,north west,region,2020-08-06,285
1545,E12000002,north west,region,2020-08-05,264
1546,E12000002,north west,region,2020-08-04,295
1547,E12000002,north west,region,2020-08-03,307
1548,E12000002,north west,region,2020-08-02,166
1549,E12000002,north west,region,2020-08-01,159
1550,E12000002,north west,region,2020-07-31,187
1551,E12000002,north west,region,2020-07-30,228
1552,E12000002,north west,region,2020-07-29,290
1553,E12000002,north west,region,2020-07-28,205
1554,E12000002,north west,region,2020-07-27,193
1555,E12000002,north west,region,2020-07-26,159
1556,E12000002,north west,region,2020-07-25,139
1557,E12000002,north west,region,2020-07-24,159
1558,E12000002,north west,region,2020-07-23,184
1559,E12000002,north west,region,2020-07-22,212
1560,E12000002,north west,region,2020-07-21,155
1561,E12000002,north west,region,2020-07-20,168
1562,E12000002,north west,region,2020-07-19,92
1563,E12000002,north west,region,2020-07-18,107
1564,E12000002,north west,region,2020-07-17,108
1565,E12000002,north west,region,2020-07-16,149
1566,E12000002,north west,region,2020-07-15,146
1567,E12000002,north west,region,2020-07-14,110
1568,E12000002,north west,region,2020-07-13,105
1569,E12000002,north west,region,2020-07-12,54
1570,E12000002,north west,region,2020-07-11,81
1571,E12000002,north west,region,2020-07-10,87
1572,E12000002,north west,region,2020-07-09,131
1573,E12000002,north west,region,2020-07-08,118
1574,E12000002,north west,region,2020-07-07,96
1575,E12000002,north west,region,2020-07-06,142
1576,E12000002,north west,region,2020-07-05,115
1577,E12000002,north west,region,2020-07-04,72
1578,E12000002,north west,region,2020-07-03,96
1579,E12000002,north west,region,2020-07-02,96
1580,E12000002,north west,region,2020-07-01,113
2218,E12000003,yorkshire and the humber,region,2021-02-28,598
2219,E12000003,yorkshire and the humber,region,2021-02-27,637
2220,E12000003,yorkshire and the humber,region,2021-02-26,876
2221,E12000003,yorkshire and the humber,region,2021-02-25,971
2222,E12000003,yorkshire and the humber,region,2021-02-24,1094
2223,E12000003,yorkshire and the humber,region,2021-02-23,1148
2224,E12000003,yorkshire and the humber,region,2021-02-22,1268
2225,E12000003,yorkshire and the humber,region,2021-02-21,967
2226,E12000003,yorkshire and the humber,region,2021-02-20,989
2227,E12000003,yorkshire and the humber,region,2021-02-19,1259
2228,E12000003,yorkshire and the humber,region,2021-02-18,1372
2229,E12000003,yorkshire and the humber,region,2021-02-17,1358
2230,E12000003,yorkshire and the humber,region,2021-02-16,1406
2231,E12000003,yorkshire and the humber,region,2021-02-15,1446
2232,E12000003,yorkshire and the humber,region,2021-02-14,998
2233,E12000003,yorkshire and the humber,region,2021-02-13,955
2234,E12000003,yorkshire and the humber,region,2021-02-12,1232
2235,E12000003,yorkshire and the humber,region,2021-02-11,1271
2236,E12000003,yorkshire and the humber,region,2021-02-10,1296
2237,E12000003,yorkshire and the humber,region,2021-02-09,1371
2238,E12000003,yorkshire and the humber,region,2021-02-08,1430
2239,E12000003,yorkshire and the humber,region,2021-02-07,1174
2240,E12000003,yorkshire and the humber,region,2021-02-06,1150
2241,E12000003,yorkshire and the humber,region,2021-02-05,1419
2242,E12000003,yorkshire and the humber,region,2021-02-04,1603
2243,E12000003,yorkshire and the humber,region,2021-02-03,1807
2244,E12000003,yorkshire and the humber,region,2021-02-02,1059
2245,E12000003,yorkshire and the humber,region,2021-02-01,1764
2246,E12000003,yorkshire and the humber,region,2021-01-31,1286
2247,E12000003,yorkshire and the humber,region,2021-01-30,1287
2248,E12000003,yorkshire and the humber,region,2021-01-29,1528
2249,E12000003,yorkshire and the humber,region,2021-01-28,1633
2250,E12000003,yorkshire and the humber,region,2021-01-27,1857
2251,E12000003,yorkshire and the humber,region,2021-01-26,1796
2252,E12000003,yorkshire and the humber,region,2021-01-25,2039
2253,E12000003,yorkshire and the humber,region,2021-01-24,1355
2254,E12000003,yorkshire and the humber,region,2021-01-23,1377
2255,E12000003,yorkshire and the humber,region,2021-01-22,1700
2256,E12000003,yorkshire and the humber,region,2021-01-21,1874
2257,E12000003,yorkshire and the humber,region,2021-01-20,2164
2258,E12000003,yorkshire and the humber,region,2021-01-19,2334
2259,E12000003,yorkshire and the humber,region,2021-01-18,2594
2260,E12000003,yorkshire and the humber,region,2021-01-17,1675
2261,E12000003,yorkshire and the humber,region,2021-01-16,1731
2262,E12000003,yorkshire and the humber,region,2021-01-15,2014
2263,E12000003,yorkshire and the humber,region,2021-01-14,1236
2264,E12000003,yorkshire and the humber,region,2021-01-13,2310
2265,E12000003,yorkshire and the humber,region,2021-01-12,2590
2266,E12000003,yorkshire and the humber,region,2021-01-11,2932
2267,E12000003,yorkshire and the humber,region,2021-01-10,1798
2268,E12000003,yorkshire and the humber,region,2021-01-09,1891
2269,E12000003,yorkshire and the humber,region,2021-01-08,2156
2270,E12000003,yorkshire and the humber,region,2021-01-07,2506
2271,E12000003,yorkshire and the humber,region,2021-01-06,2652
2272,E12000003,yorkshire and the humber,region,2021-01-05,2907
2273,E12000003,yorkshire and the humber,region,2021-01-04,3574
2274,E12000003,yorkshire and the humber,region,2021-01-03,2498
2275,E12000003,yorkshire and the humber,region,2021-01-02,2791
2276,E12000003,yorkshire and the humber,region,2021-01-01,1520
2277,E12000003,yorkshire and the humber,region,2020-12-31,2212
2278,E12000003,yorkshire and the humber,region,2020-12-30,3010
2279,E12000003,yorkshire and the humber,region,2020-12-29,3283
2280,E12000003,yorkshire and the humber,region,2020-12-28,2154
2281,E12000003,yorkshire and the humber,region,2020-12-27,1993
2282,E12000003,yorkshire and the humber,region,2020-12-26,1687
2283,E12000003,yorkshire and the humber,region,2020-12-25,602
2284,E12000003,yorkshire and the humber,region,2020-12-24,1277
2285,E12000003,yorkshire and the humber,region,2020-12-23,1663
2286,E12000003,yorkshire and the humber,region,2020-12-22,1910
2287,E12000003,yorkshire and the humber,region,2020-12-21,2022
2288,E12000003,yorkshire and the humber,region,2020-12-20,1439
2289,E12000003,yorkshire and the humber,region,2020-12-19,1024
2290,E12000003,yorkshire and the humber,region,2020-12-18,1469
2291,E12000003,yorkshire and the humber,region,2020-12-17,1198
2292,E12000003,yorkshire and the humber,region,2020-12-16,1250
2293,E12000003,yorkshire and the humber,region,2020-12-15,1540
2294,E12000003,yorkshire and the humber,region,2020-12-14,1770
2295,E12000003,yorkshire and the humber,region,2020-12-13,1052
2296,E12000003,yorkshire and the humber,region,2020-12-12,962
2297,E12000003,yorkshire and the humber,region,2020-12-11,1274
2298,E12000003,yorkshire and the humber,region,2020-12-10,1242
2299,E12000003,yorkshire and the humber,region,2020-12-09,1396
2300,E12000003,yorkshire and the humber,region,2020-12-08,1390
2301,E12000003,yorkshire and the humber,region,2020-12-07,1488
2302,E12000003,yorkshire and the humber,region,2020-12-06,903
2303,E12000003,yorkshire and the humber,region,2020-12-05,912
2304,E12000003,yorkshire and the humber,region,2020-12-04,1092
2305,E12000003,yorkshire and the humber,region,2020-12-03,1237
2306,E12000003,yorkshire and the humber,region,2020-12-02,1422
2307,E12000003,yorkshire and the humber,region,2020-12-01,1566
2308,E12000003,yorkshire and the humber,region,2020-11-30,1771
2309,E12000003,yorkshire and the humber,region,2020-11-29,1075
2310,E12000003,yorkshire and the humber,region,2020-11-28,1117
2311,E12000003,yorkshire and the humber,region,2020-11-27,1360
2312,E12000003,yorkshire and the humber,region,2020-11-26,1479
2313,E12000003,yorkshire and the humber,region,2020-11-25,1681
2314,E12000003,yorkshire and the humber,region,2020-11-24,1818
2315,E12000003,yorkshire and the humber,region,2020-11-23,2145
2316,E12000003,yorkshire and the humber,region,2020-11-22,1399
2317,E12000003,yorkshire and the humber,region,2020-11-21,1416
2318,E12000003,yorkshire and the humber,region,2020-11-20,2001
2319,E12000003,yorkshire and the humber,region,2020-11-19,2150
2320,E12000003,yorkshire and the humber,region,2020-11-18,2656
2321,E12000003,yorkshire and the humber,region,2020-11-17,3159
2322,E12000003,yorkshire and the humber,region,2020-11-16,3384
2323,E12000003,yorkshire and the humber,region,2020-11-15,2144
2324,E12000003,yorkshire and the humber,region,2020-11-14,2578
2325,E12000003,yorkshire and the humber,region,2020-11-13,3174
2326,E12000003,yorkshire and the humber,region,2020-11-12,3293
