,date,weighted_avg_sars_cov2,suspended_solids_weighted,ammonia_weighted,ophosph_weighted,sample_ph_weighted,control_weighted,reac_vol_control_weighted,raw_ansis_sars_repc_std_weighted,compo_frac_weighted,sars_below_lod_weighted,sars_below_loq_weighted,reception_delay_weighted,regional_popn,avg_r_lower,avg_r_avg,avg_r_upper,log_weighted_avg,log_suspended_solids,log_ammonia,log_ophosph,region
0,2020-09-04,4135.570948672396,301.8039563374436,31.715668139955966,4.202597942729577,7.647179670914828,9641422.138373546,2.0,5.812289594044316,0.8628963546932956,0.0,0.0,23.84229118744522,8192429.461108724,0.8994359738763911,0.999435973876391,1.0994359738763912,3.6165354758572867,2.479724928627968,1.5012738649196582,0.6235178435847596,London
1,2020-09-05,5521.389131818496,289.72622435487995,31.55242978912333,4.061842026286689,7.647179670914828,9641422.138373546,2.0,8.84017541029537,0.7634038055632932,0.0,0.0,23.93354226429741,8192429.461108724,0.9279869848188488,1.0279971936333343,1.1280074024478197,3.7420483560599216,2.4619878068266914,1.4990328090120484,0.6087230287570947,London
2,2020-09-06,6907.207314964596,277.64849237231635,31.38919143829069,3.921086109843801,7.647179670914828,9641422.138373546,2.0,11.868061226546422,0.663911256433291,0.0,0.0,24.024793341149604,8192429.461108724,0.9565379957613065,1.0565584133902775,1.1565788310192484,3.8393024912448825,2.443495319601629,1.4967801287484235,0.5934063798210852,London
3,2020-09-07,5023.718693843093,313.0407447449602,33.43224336843929,4.307105662291977,7.647179670914828,9641422.138373546,2.0,5.83868058066622,0.4998998852917444,0.0,0.0,24.119676337346696,8192429.461108724,0.9850890067037641,1.0851196331472206,1.1851502595906769,3.7010253128286443,2.495600868109599,1.5241655195732806,0.6341855260434163,London
4,2020-09-08,8986.631325614788,311.3934919460755,34.76298667015732,4.2984259789340395,7.647179670914828,9641422.138373546,2.0,7.179670677541225,0.6592069470048264,0.09074299564104575,0.0,23.952847074937992,8192429.461108724,1.013640017646222,1.1136808529041637,1.2137216881621053,3.9535969252295997,2.493309531669986,1.5411170818919024,0.633309452368381,London
5,2020-09-09,12949.543957386484,309.74623914719086,36.093729971875355,4.289746295576101,7.647179670914828,9641422.138373546,2.0,8.52066077441623,0.8185140087179085,0.1814859912820915,0.0,23.786017812529284,8192429.461108724,1.0421910285886795,1.1422420726611069,1.2422931167335338,4.11225447418731,2.491006041997131,1.5574317649217586,0.6324316078748228,London
6,2020-09-10,8803.36283702929,299.8253572704714,36.52685133738527,4.5095106295067,7.647179670914828,9641422.138373546,2.0,9.086830099141668,0.8239157830817798,0.09074299564104575,0.0,24.09937269342243,8192429.461108724,1.0707420395311371,1.17080329241805,1.2708645453049625,3.944648601989444,2.476868359856307,1.5626122370699753,0.6541294149519475,London
7,2020-09-11,4657.181716672097,289.90447539375197,36.95997270289517,4.729274963437299,7.647179670914828,9641422.138373546,2.0,9.652999423867106,0.829317557445651,0.0,0.0,24.41272757431558,8192429.461108724,1.099293050473595,1.1993645121749932,1.299435973876391,3.6681231838224235,2.462254919817944,1.5677316417962732,0.674794564942057,London
8,2020-09-12,7505.703786928214,287.6104594505175,35.18168003668603,4.766231949404563,7.647179670914828,9641422.138373546,2.0,11.818108346635189,0.8461069560694734,0.01678939862382227,0.0,24.33060141001587,8192429.461108724,1.0993736256341105,1.2065777356638805,1.3137818456936499,3.87539142095623,2.4588046758660775,1.5463165745540965,0.6781751735319054,London
9,2020-09-13,10354.225857184332,285.31644350728305,33.4033873704769,4.803188935371827,7.647179670914828,9641422.138373546,2.0,13.98321726940327,0.8628963546932956,0.03357879724764454,0.0,24.24847524571616,8192429.461108724,1.0994542007946262,1.2137909591527676,1.328127717510909,4.015117634033807,2.4553268018662804,1.523790509976603,0.6815296701233665,London
10,2020-09-14,8939.716598443552,354.62711007311594,36.052057686894166,4.639529719529263,7.647179670914828,9641422.138373546,2.0,8.41301176971954,0.5955603649092003,0.1379371237827993,0.0,24.373227999327217,8192429.461108724,1.0995347759551417,1.221004182641655,1.3424735893281678,3.9513237512698542,2.5497719329149677,1.5569300573095568,0.6664739610367079,London
11,2020-09-15,13325.884279631146,322.57664123384643,35.694328870968945,4.616502763843762,7.647179670914828,9641422.138373546,2.0,14.072972461237633,0.7292283598012479,0.1157459507951057,0.0,28.204629899552046,8192429.461108724,1.0996153511156572,1.2282174061305422,1.356819461145427,4.1246960375876895,2.508632915593129,1.5525992207147021,0.6643130999035153,London
12,2020-09-16,17712.05196081874,290.526172394577,35.33660005504372,4.59347580815826,7.647179670914828,9641422.138373546,2.0,19.732933152755727,0.8628963546932956,0.09355477780741212,0.0,32.03603179977687,8192429.461108724,1.0996959262761727,1.2354306296194295,1.3711653329626858,4.24826887760103,2.463185262421854,1.5482247611196371,0.6621414334769087,London
13,2020-09-17,11177.831966435682,278.1522180220662,36.683338463900405,4.68687068755597,7.647179670914828,9641422.138373546,2.0,16.806879268060193,0.8628963546932956,0.04677738890370606,0.0,27.96154142545751,8192429.461108724,1.0997765014366885,1.2426438531083166,1.385511204779945,4.048357576688164,2.4442825274114988,1.5644688529105535,0.6708829713449148,London
14,2020-09-18,4643.611972052624,265.7782636495554,38.03007687275709,4.7802655669536795,7.647179670914828,9641422.138373546,2.0,13.880825383364655,0.8628963546932956,0.0,0.0,23.887051051138148,8192429.461108724,1.099857076597204,1.249857076597204,1.3998570765972038,3.666855922212744,2.4245194598156568,1.5801272032811715,0.6794520244486901,London
