,date,weighted_avg_sars_cov2,gene_copies_per_day,weighted_average_r,log_weighted_avg,log_gc_per_day,region
0,2020-09-04,4666.733305244317,18288980197451.438,0.9000294179082466,3.6690129825071307,13.262189489677223,west midlands
1,2020-09-05,25065.657972906203,98232594904750.47,0.9143264372416673,4.399079109318187,13.99225561648828,west midlands
2,2020-09-06,45464.582640568085,178176209612049.5,0.928623456575088,4.657673208670192,14.250849715840284,west midlands
3,2020-09-07,14255.973990887695,58938189766075.18,0.9429204759085087,4.153996894351031,13.770396792751136,west midlands
4,2020-09-08,16671.78126401691,66871331730455.91,0.9572174952419293,4.221982003655562,13.825239972181945,west midlands
5,2020-09-09,19087.588537146126,74804473694836.64,0.97151451457535,4.280751064529695,13.873927571699786,west midlands
6,2020-09-10,15659.193546954208,61368555251800.805,0.9858115339087707,4.1947693920050515,13.787945899175144,west midlands
7,2020-09-11,12230.79855676229,47932636808764.97,1.0001085532421914,4.087454813330106,13.680631320500197,west midlands
8,2020-09-12,14648.642010686624,57408192439867.11,1.0500819923645965,4.1657973656729705,13.758973872843063,west midlands
9,2020-09-13,17066.485464610956,66883748070969.25,1.1000554314870017,4.2321440951934335,13.825320602363526,west midlands
10,2020-09-14,5271.040295503609,21791957070039.246,1.150028870609407,3.721896336277179,13.338296234677284,west midlands
11,2020-09-15,19064.730796813332,78818937398450.92,1.2000023097318122,4.280230677205602,13.896630575605707,west midlands
12,2020-09-16,32858.42129812305,135845917726862.6,1.2499757488542174,4.516646693670436,14.133046592070542,west midlands
13,2020-09-17,60171.67905511127,248766576100682.88,1.2999491879766225,4.779392130391366,14.39579202879147,west midlands
14,2020-09-18,87484.93681209949,361687234474503.1,1.3499226270990277,4.94193328247897,14.558333180879075,west midlands
15,2020-09-19,61101.73148382166,248874764060007.34,1.349919978944102,4.7860535173328085,14.395980861312772,west midlands
16,2020-09-20,34718.526155543834,136062293645511.55,1.3499173307891765,4.540561280556861,14.133737787726952,west midlands
17,2020-09-21,26632.823119741348,104374332703307.5,1.349914682634251,4.425417204754402,14.018593711924494,west midlands
18,2020-09-22,14894.439121624362,58371474076184.164,1.3499120344793254,4.1730241536759465,13.766200660846039,west midlands
19,2020-09-23,3156.0551235073754,12368615449060.822,1.3499093863243998,3.499144579970212,13.092321087140304,west midlands
20,2020-09-24,20674.872140142706,81025055948877.39,1.3499067381694743,4.315442832420367,13.90861933959046,west midlands
21,2020-09-25,38193.68915677803,149681496448693.97,1.3499040900145487,4.581991609225666,14.175168116395758,west midlands
22,2020-09-26,29829.280080584933,78814383419863.55,1.3499067381694743,4.474642771940598,13.896605482335307,west midlands
23,2020-09-27,21464.871004391836,7947270391033.136,1.3499093863243998,4.33172828288072,12.900217989326944,west midlands
24,2020-09-28,11183.03793309574,46233811332940.88,1.3499120344793254,4.048559798036837,13.664959696436942,west midlands
25,2020-09-29,6233.96588587628,25634662353424.684,1.349914682634251,3.7947644213581735,13.408827601510758,west midlands
26,2020-09-30,1284.8938386568188,5035513373908.487,1.3499173307891765,3.1088672465854823,12.702043753755575,west midlands
27,2020-10-01,4416.2568526892655,17307360168820.422,1.349919978944102,3.6450543243365505,13.238230831506643,west midlands
28,2020-10-02,7547.619866721712,29579206963732.36,1.3499226270990277,3.8778100189515023,13.470986526121594,west midlands
29,2020-10-03,14914.902346430234,60850000285520.55,1.3499385971865792,4.173620414215324,13.784260584603881,west midlands
30,2020-10-04,22282.184826138753,92120793607308.73,1.3499545672741304,4.3479577722923315,13.964357670692436,west midlands
31,2020-10-05,14487.04114396075,56774876829540.89,1.349970537361682,4.160979693540989,13.754156200711082,west midlands
32,2020-10-06,35582.233473959124,139447172319666.67,1.3499865074492334,4.5512332049894075,14.144409712159499,west midlands
33,2020-10-07,56677.42580395749,222119467809792.47,1.350002477536785,4.753410117077819,14.346586624247912,west midlands
34,2020-10-08,56677.42580395749,222119467809792.47,1.3500184476243362,4.753410117077819,14.346586624247912,west midlands
35,2020-10-09,56677.42580395749,222119467809792.47,1.3500344177118877,4.753410117077819,14.346586624247912,west midlands
36,2020-10-10,77772.61813395587,304791763299918.25,1.3500413943132037,4.890826719271327,14.484003226441418,west midlands
37,2020-10-11,98867.81046395423,387464058790044.06,1.3500483709145197,4.9950549163352465,14.588231423505338,west midlands
38,2020-10-12,26875.68586318024,105326114520464.53,1.3500553475158357,4.4293595561904056,14.022536063360498,west midlands
39,2020-10-13,25211.43873698815,98803911355268.0,1.3500623241171514,4.4015976301947255,13.994774137364818,west midlands
40,2020-10-14,23547.191610796064,92281708190071.47,1.3500693007184674,4.371939117806141,13.965115624976233,west midlands
41,2020-10-15,15774.673228939437,62682428918907.77,1.3500762773197834,4.197960371634821,13.797145816859102,west midlands
42,2020-10-16,8002.154847082809,33083149647744.074,1.3500832539210994,3.903206951014853,13.519606849414957,west midlands
43,2020-10-17,17521.083045753778,69526628590755.125,1.3286677740992212,4.243560948079597,13.842151170563085,west midlands
44,2020-10-18,27040.011244424746,105970107533766.17,1.3072522942773428,4.432006867868363,14.025183375038456,west midlands
45,2020-10-19,29858.493927765943,117015772801279.95,1.2858368144554646,4.475067897985245,14.068244405155339,west midlands
46,2020-10-20,23024.11031305591,90231746713747.92,1.2644213346335864,4.362182857388078,13.95535936455817,west midlands
47,2020-10-21,16189.726698345876,63447720626215.89,1.2430058548117082,4.209239517412909,13.802416024583001,west midlands
48,2020-10-22,20613.107633157902,80783000152828.16,1.2215903749898298,4.314143470973398,13.90731997814349,west midlands
49,2020-10-23,25036.488567969925,98118279679440.4,1.2001748951679516,4.39857341788937,13.991749925059462,west midlands
50,2020-10-24,33173.38886956258,130006883280857.0,1.2144311700952128,4.5207898396887085,14.1139663468588,west midlands
51,2020-10-25,41310.28917115524,161895486882273.6,1.2286874450224743,4.616058235039464,14.209234742209556,west midlands
52,2020-10-26,20605.63031904164,80753696474889.5,1.2429437199497355,4.313985903980467,13.907162411150559,west midlands
53,2020-10-27,79233.58804034967,325355971752213.8,1.257199994876997,4.898909323108735,14.512358782409148,west midlands
54,2020-10-28,137861.5457616577,569958247029538.1,1.2714562698042582,5.139443143677933,14.755843042078038,west midlands
55,2020-10-29,118663.93496043488,479883943854173.2,1.2857125447315196,5.074318745680759,14.681136219379836,west midlands
56,2020-10-30,99466.32415921205,389809640678808.25,1.2999688196587809,4.997676068611596,14.590852575781687,west midlands
57,2020-10-31,152856.56085860668,599046577496082.2,1.2856921203095084,5.1842840841058715,14.777460591275963,west midlands
58,2020-11-01,206246.79755800133,808283514313356.4,1.2714154209602357,5.314387213882878,14.90756372105297,west midlands
59,2020-11-02,18243.337890625,446275828815.625,1.2571387216109633,4.2611043019121375,11.649603365226659,west midlands
60,2020-11-03,53034.37228900362,172317515145437.7,1.2428620222616908,4.724557432940021,14.236329423381916,west midlands
61,2020-11-04,87825.40668738224,344188754462059.75,1.2285853229124184,4.94362016952785,14.536796676697941,west midlands
62,2020-11-05,115627.50306034845,453145482167371.7,1.2143086235631457,5.06306114729114,14.656237654461233,west midlands
